main_item,main_item_volume,neighbor_item,neighbor_volume,concurrence
4291329,4386.72,78001656,9072.0,0.0
4291329,4386.72,3484605,4896.0,0.0
4291329,4386.72,4370712,864.0,0.0
4198753,343.0,3205434,13440.0,0.0
4198753,343.0,3643602,392.985,0.0
4198753,343.0,3922312,13446.72,0.0
4198753,343.0,3426326,850.5,0.0
4198753,343.0,3415703,9893.299999999997,0.0
4122812,409.5,4324677,6048.0,0.0
4122812,409.5,4113680,1598.4,0.0
4122812,409.5,4279815,14350.0,0.0
4122812,409.5,3994290,3996.0,0.0
4122812,409.5,3645808,14490.777599999998,0.0
3624025,53762.5,3297408,1383.3600000000001,0.0
3624025,53762.5,3643866,250.0,0.0
3624025,53762.5,4343382,721.0350000000001,0.0
3624025,53762.5,3468716,185.25,0.0
3624025,53762.5,4096143,0.0,0.0
3661124,34560.0,4090118,8960.0,0.0
3661124,34560.0,3341070,420.0,0.0
3661124,34560.0,4272749,3273.6000000000004,0.0
3661124,34560.0,4152769,514.5,0.0
3661124,34560.0,4017525,1156.0,0.0
4115012,204.0,4279818,1025.0,0.0
4115012,204.0,4316740,1377.9779999999998,0.0
4115012,204.0,4214056,11002.068,0.0
4115012,204.0,3698912,22932.0,0.0
4115012,204.0,3692541,5331.744,0.0
3924969,681.72,3009353,2359.56,0.0
3924969,681.72,3413519,1890.0,0.0
3924969,681.72,3921800,1657.0320000000002,0.0
3924969,681.72,2049750,1110.0,0.0
3924969,681.72,2053627,10890.0,0.0
3327837,53821.439999999995,4289392,1905.024,0.0
3327837,53821.439999999995,4006327,474.32000000000005,0.0
3327837,53821.439999999995,3614687,58.5,0.0
3327837,53821.439999999995,4272698,11.904000000000003,0.0
3327837,53821.439999999995,4272729,23.808000000000007,0.0
3406278,4204.799999999999,3969344,6382.152,0.0
3406278,4204.799999999999,3619731,6566.400000000001,0.0
3406278,4204.799999999999,4325082,19250.0,0.0
3406278,4204.799999999999,3969264,1440.0,0.0
3406278,4204.799999999999,4298846,3600.0,0.0
4249855,5077.8,3626624,5198.4,0.0
4249855,5077.8,3469303,25600.0,0.0
4249855,5077.8,16402,3460.832000000001,0.0
4249855,5077.8,4231012,718.24,0.0
4249855,5077.8,4337450,576.0,0.0
46398,8960.0,3408258,534.375,0.0
46398,8960.0,4066556,7927.92,0.0
46398,8960.0,3203422,1047.75,0.0
46398,8960.0,3465904,225.0,0.0
46398,8960.0,3503329,4237.2,0.0
3466348,841.5,4116781,3993.0,0.0
3466348,841.5,3666241,2156.25,0.0
3466348,841.5,4291211,16875.0,0.0
3466348,841.5,3677038,819.0,0.0
3466348,841.5,4038852,1755.0,0.0
4266549,803.2500000000001,3007926,8573.04,0.0
4266549,803.2500000000001,4298972,484.016,0.0
4266549,803.2500000000001,3915993,400.0,0.0
4266549,803.2500000000001,4215240,528.0,0.0
4266549,803.2500000000001,4108551,210.60000000000002,0.0
4299028,1377.9779999999998,3693986,1265.0,0.0
4299028,1377.9779999999998,4167078,2329.6,0.0
4299028,1377.9779999999998,4122159,20412.0,0.0
4299028,1377.9779999999998,4306560,6825.0,0.0
4299028,1377.9779999999998,3368421,546.875,0.0
4058678,44224.399999999994,4292791,401.375,0.0
4058678,44224.399999999994,4062968,214.5,0.0
4058678,44224.399999999994,3255052,422.5,0.0
4058678,44224.399999999994,2072717,3150.0,0.0
4058678,44224.399999999994,4102232,4320.0,0.0
25,21600.0,3677375,5144.25,0.0
25,21600.0,3424313,1193.3999999999999,0.0
25,21600.0,3486631,562.5,0.0
25,21600.0,4274818,363.35,0.0
25,21600.0,3673978,19483.2,0.0
15507,16128.0,4214722,17972.5,0.0
15507,16128.0,4284878,4747.05,0.0
15507,16128.0,4236458,1747.092,0.0
15507,16128.0,3222305,12038.400000000001,0.0
15507,16128.0,4249858,195.3,0.0
4009059,5077.8,3628395,1607.445,0.0
4009059,5077.8,4277251,7350.0,0.0
4009059,5077.8,4299030,1905.024,0.0
4009059,5077.8,4298968,4356.144,0.0
4009059,5077.8,4048574,441.0,0.0
4056932,1087.8000000000002,2038357,3465.6000000000004,0.0
4056932,1087.8000000000002,4275923,5707.52,0.0
4056932,1087.8000000000002,4000323,10872.119999999999,0.0
4056932,1087.8000000000002,3403508,13105.399999999998,0.0
4056932,1087.8000000000002,3613025,1607.445,0.0
3392757,11661.0,2050952,28734.419999999995,0.0
3392757,11661.0,97452,9024.0,0.0
3392757,11661.0,4238111,2904.0,0.0
3392757,11661.0,4293803,880.0,0.0
3392757,11661.0,3634033,1083.0,0.0
4260437,2346.5,4227614,1543.5,0.0
4260437,2346.5,3279582,2296.3199999999997,0.0
4260437,2346.5,3352331,1504.0,0.0
4260437,2346.5,75710,13028.400000000001,0.0
4260437,2346.5,3928180,2948.4,0.0
4287673,5016.0,4068713,412.5,0.0
4287673,5016.0,82761,19200.0,0.0
4287673,5016.0,3394316,1218.375,0.0
4287673,5016.0,4333273,4685.999999999999,0.0
4287673,5016.0,4116901,1679.425,0.0
4307708,5812.5599999999995,4243401,1944.0,0.0
4307708,5812.5599999999995,4249856,5077.8,0.0
4307708,5812.5599999999995,4269242,320.45,0.0
4307708,5812.5599999999995,3658574,875.0,0.0
4307708,5812.5599999999995,4271236,16718.4,0.0
3937847,19585.440000000002,3669121,30240.0,0.0
3937847,19585.440000000002,3385825,705.0,0.0
3937847,19585.440000000002,2160076,2025.0,0.0
3937847,19585.440000000002,3138162,700.0,0.0
3937847,19585.440000000002,4007892,606.9000000000001,0.0
2062462,2574.0000000000005,4135126,212.8,0.0
2062462,2574.0000000000005,4066121,47360.0,0.0
2062462,2574.0000000000005,21004,1846.8,0.0
2062462,2574.0000000000005,2050947,2673.0,0.0
2062462,2574.0000000000005,4142668,455.17499999999995,0.0
3211784,8712.0,3302994,7282.800000000001,0.0
3211784,8712.0,4347949,6825.0,0.0
3211784,8712.0,70525,5557.5,0.0
3211784,8712.0,2122915,13338.0,0.0
3211784,8712.0,75277,625.7040000000001,0.0
4177560,558.6,3660084,271.779,0.0
4177560,558.6,3383341,21600.0,0.0
4177560,558.6,3655120,1591.0,0.0
4177560,558.6,3503784,6240.0,0.0
4177560,558.6,3325471,6000.0,0.0
4233420,40608.0,4332053,3840.0,0.0
4233420,40608.0,4066181,4806.555,0.0
4233420,40608.0,3255795,1472.0,0.0
4233420,40608.0,4331945,2581.6320000000005,0.0
4233420,40608.0,3672063,1050.0,0.0
3635610,840.0,4287360,16900.0,0.0
3635610,840.0,4198173,5707.52,0.0
3635610,840.0,4050645,1389.375,0.0
3635610,840.0,3383508,635.625,0.0
3635610,840.0,4133001,5362.5599999999995,0.0
4322990,1058.4,4235924,3537.408,0.0
4322990,1058.4,3415533,6600.0,0.0
4322990,1058.4,4089918,3194.4000000000005,0.0
4322990,1058.4,4089125,11076.2496,0.0
4322990,1058.4,16230,5062.176,0.0
3955802,5400.0,2003107,14080.0,0.0
3955802,5400.0,3501031,22603.350000000002,0.0
3955802,5400.0,4069129,2070.0,0.0
3955802,5400.0,4301937,438.75,0.0
3955802,5400.0,3455634,900.0,0.0
4137919,1536.0,4341263,297.54,0.0
4137919,1536.0,4352499,1553.6639999999998,0.0
4137919,1536.0,4182593,6854.25,0.0
4137919,1536.0,3329548,468.0,0.0
4137919,1536.0,4324070,379.94800000000004,0.0
3335543,13608.0,3026361,26400.0,0.0
3335543,13608.0,86080,4580.603999999999,0.0
3335543,13608.0,4050746,2788.5,0.0
3335543,13608.0,4108226,4620.8,0.0
3335543,13608.0,78004334,693.0,0.0
4254176,16065.0,4324676,6048.0,0.0
4254176,16065.0,4217682,6480.0,0.0
4254176,16065.0,3644387,2574.528,0.0
4254176,16065.0,3694956,825.0,0.0
4254176,16065.0,3010675,162.0,0.0
3432217,728.0,4114990,17563.391999999996,0.0
3432217,728.0,4268589,1500.0,0.0
3432217,728.0,4304594,5198.4,0.0
3432217,728.0,4035364,18432.0,0.0
3432217,728.0,3474314,12305.280000000002,0.0
3636156,853.875,4027007,4732.0,0.0
3636156,853.875,4295653,22176.0,0.0
3636156,853.875,3986091,13662.0,0.0
3636156,853.875,4244330,9408.0,0.0
3636156,853.875,4250372,4309.5,0.0
3495773,5144.25,3634200,4237.2,0.0
3495773,5144.25,4009451,38000.0,0.0
3495773,5144.25,4168652,2700.0,0.0
3495773,5144.25,4061272,499.85099999999994,0.0
3495773,5144.25,4331135,1728.0,0.0
3358756,1521.0,4229604,11649.215999999999,0.0
3358756,1521.0,4255936,23626.943999999996,0.0
3358756,1521.0,3495702,618.75,0.0
3358756,1521.0,4035891,643.5,0.0
3358756,1521.0,3182857,1848.0,0.0
3294696,7560.0,36560,1248.0,0.0
3294696,7560.0,3908603,3849.2999999999997,0.0
3294696,7560.0,3361889,4160.0,0.0
3294696,7560.0,2131762,1920.0,0.0
3294696,7560.0,4230664,2430.0,0.0
4165145,392.0,3609913,183.70799999999997,0.0
4165145,392.0,4054061,420.0,0.0
4165145,392.0,4048658,322.4045,0.0
4165145,392.0,3681008,6682.5,0.0
4165145,392.0,3605310,1504.0,0.0
3636770,21600.0,3908612,2601.5,0.0
3636770,21600.0,3666058,429.0,0.0
3636770,21600.0,3428530,1653.75,0.0
3636770,21600.0,3658841,1616.24,0.0
3636770,21600.0,53673,10032.0,0.0
3603099,2420.0,4165825,6804.0,0.0
3603099,2420.0,4265844,105.3,0.0
3603099,2420.0,3603637,3881.196000000001,0.0
3603099,2420.0,4198754,456.0,0.0
3603099,2420.0,4137249,4176.0,0.0
3956042,675.0,4351880,1056.25,0.0
3956042,675.0,3643376,792.0,0.0
3956042,675.0,3668858,1251.25,0.0
3956042,675.0,3633235,5328.0,0.0
3956042,675.0,3685654,34440.0,0.0
4309207,519.75,4269959,14229.0,0.0
4309207,519.75,3986838,3920.0,0.0
4309207,519.75,4125461,1176.0,0.0
4309207,519.75,4288377,1075.0,0.0
4309207,519.75,3367494,3906.0,0.0
3493526,972.8000000000001,96983,14040.0,0.0
3493526,972.8000000000001,4279055,238.14,0.0
3493526,972.8000000000001,4307722,13893.75,0.0
3493526,972.8000000000001,2089059,25833.600000000002,0.0
3493526,972.8000000000001,4262409,325.0,0.0
4330914,10224.5,3163111,31584.0,0.0
4330914,10224.5,3357380,2916.0,0.0
4330914,10224.5,4376446,1368.8999999999999,0.0
4330914,10224.5,45105,1008.0,0.0
4330914,10224.5,3619732,6566.400000000001,0.0
4347635,13783.769999999997,39419,614.125,0.0
4347635,13783.769999999997,4284877,474.705,0.0
4347635,13783.769999999997,3605249,195.0,0.0
4347635,13783.769999999997,5164,1620.0,0.0
4347635,13783.769999999997,2095906,8960.0,0.0
4257355,7075.6,98056,5340.599999999999,0.0
4257355,7075.6,4252816,133.0,0.0
4257355,7075.6,4074179,990.0,0.0
4257355,7075.6,4049946,5528.25,0.0
4257355,7075.6,4053758,88.655,0.0
4221355,11855.339999999998,96982,14040.0,0.0
4221355,11855.339999999998,3332809,23310.0,0.0
4221355,11855.339999999998,4264579,922.284,0.0
4221355,11855.339999999998,4137916,1536.0,0.0
4221355,11855.339999999998,3684254,3939.8399999999992,0.0
4076240,1053.0,4267337,568.575,0.0
4076240,1053.0,4286293,3003.0,0.0
4076240,1053.0,4231569,11369.6,0.0
4076240,1053.0,2126636,29597.399999999994,0.0
4076240,1053.0,3049629,2295.0,0.0
67395,878.85,3660972,25536.0,0.0
67395,878.85,3062838,1848.0,0.0
67395,878.85,4257353,884.45,0.0
67395,878.85,4197751,19800.0,0.0
67395,878.85,4116757,3240.0,0.0
2073803,8960.0,3297658,4900.0,0.0
2073803,8960.0,3190693,15120.0,0.0
2073803,8960.0,4257872,4758.0,0.0
2073803,8960.0,16319,1417.5,0.0
2073803,8960.0,3685272,3150.0,0.0
3505551,4449.2,3017958,1452.0,0.0
3505551,4449.2,4287370,2341.75,0.0
3505551,4449.2,4213985,952.512,0.0
3505551,4449.2,4250761,729.0,0.0
3505551,4449.2,3630461,177.09999999999997,0.0
4310735,4687.5,3412317,759.5,0.0
4310735,4687.5,2126653,43200.0,0.0
4310735,4687.5,3219401,1104.0,0.0
4310735,4687.5,4346666,4276.8,0.0
4310735,4687.5,4272379,1183.0,0.0
3915832,50000.0,4050805,3750.0,0.0
3915832,50000.0,3606503,490.0,0.0
3915832,50000.0,4326922,1641.6000000000001,0.0
3915832,50000.0,3921044,101.85,0.0
3915832,50000.0,4357770,149.76,0.0
4315665,8619.0,3663372,5056.128,0.0
4315665,8619.0,3992161,11760.0,0.0
4315665,8619.0,4297132,3900.0,0.0
4315665,8619.0,3327872,10086.447999999999,0.0
4315665,8619.0,4008786,450.0,0.0
3940555,1350.0,4321942,455.70000000000005,0.0
3940555,1350.0,75726,53200.0,0.0
3940555,1350.0,3438145,527.2800000000001,0.0
3940555,1350.0,4127356,426.33700000000005,0.0
3940555,1350.0,4118781,212.8,0.0
3460864,8960.0,4370999,600.9439999999998,0.0
3460864,8960.0,2084763,17280.0,0.0
3460864,8960.0,4293292,1458.0,0.0
3460864,8960.0,4364665,882.0059999999999,0.0
3460864,8960.0,4122295,4950.0,0.0
2053660,850.5,3411543,1249.5,0.0
2053660,850.5,3659314,4394.0,0.0
2053660,850.5,4292377,5077.8,0.0
2053660,850.5,4109830,4560.0,0.0
2053660,850.5,3906892,6334.992,0.0
4095200,51750.0,3479534,2247.75,0.0
4095200,51750.0,3495094,491.575,0.0
4095200,51750.0,4279059,238.14,0.0
4095200,51750.0,4121223,136.752,0.0
4095200,51750.0,2082206,528.0,0.0
3485963,6840.0,4009330,613.312,0.0
3485963,6840.0,2065335,11805.9,0.0
3485963,6840.0,4149914,12355.2,0.0
3485963,6840.0,3465555,10240.0,0.0
3485963,6840.0,3979650,7819.728,0.0
4278675,342.0,4284436,5843.040000000001,0.0
4278675,342.0,4228801,4860.0,0.0
4278675,342.0,4208438,10944.0,0.0
4278675,342.0,4340732,5832.0,0.0
4278675,342.0,4157702,12600.0,0.0
80182,12852.0,4025408,15876.0,0.0
80182,12852.0,3424970,12026.880000000001,0.0
80182,12852.0,3947753,294.40000000000003,0.0
80182,12852.0,4080944,4422.44,0.0
80182,12852.0,3352976,947.625,0.0
3959234,220.5,76001,722.0,0.0
3959234,220.5,4252382,3010.5599999999995,0.0
3959234,220.5,3651188,7905.9,0.0
3959234,220.5,3671742,21560.0,0.0
3959234,220.5,3650732,1134.0,0.0
3385945,145.6,78006726,2312.0,0.0
3385945,145.6,4247221,283.91999999999996,0.0
3385945,145.6,3981613,1638.0,0.0
3385945,145.6,4288277,780.0,0.0
3385945,145.6,3664094,15600.0,0.0
21435,12852.0,3906213,6773.76,0.0
21435,12852.0,3358963,17328.0,0.0
21435,12852.0,4050483,9936.0,0.0
21435,12852.0,3380222,3250.0,0.0
21435,12852.0,3642963,272.0,0.0
4137917,1536.0,3406629,9037.56,0.0
4137917,1536.0,3632899,16896.0,0.0
4137917,1536.0,3348646,467.5,0.0
4137917,1536.0,41334,7221.6,0.0
4137917,1536.0,3984702,4788.0,0.0
4045601,6555.285,4255500,7776.0,0.0
4045601,6555.285,3418513,10080.0,0.0
4045601,6555.285,4121607,1037.875,0.0
4045601,6555.285,3383697,770.0,0.0
4045601,6555.285,4304314,246.39999999999998,0.0
3980249,1966.2000000000003,4122051,801.9000000000001,0.0
3980249,1966.2000000000003,18136,155.4,0.0
3980249,1966.2000000000003,27980,7098.0,0.0
3980249,1966.2000000000003,3248992,7093.650000000001,0.0
3980249,1966.2000000000003,4327536,481.312,0.0
4256836,15640.0,4217782,9292.8,0.0
4256836,15640.0,3645521,3711.3119999999994,0.0
4256836,15640.0,3338246,7065.959999999999,0.0
4256836,15640.0,4141118,1053.6900000000003,0.0
4256836,15640.0,3203090,2574.528,0.0
4249686,502.77500000000003,3634638,7624.319999999999,0.0
4249686,502.77500000000003,4097508,750.0,0.0
4249686,502.77500000000003,4035228,715.6800000000001,0.0
4249686,502.77500000000003,4025840,14280.0,0.0
4249686,502.77500000000003,4287125,3024.0,0.0
4249109,13572.0,3766,11220.0,0.0
4249109,13572.0,3607262,11760.0,0.0
4249109,13572.0,3424506,3668.5,0.0
4249109,13572.0,3065062,4828.95,0.0
4249109,13572.0,3488053,2400.0,0.0
4174006,2419.2000000000003,4333821,12150.0,0.0
4174006,2419.2000000000003,4110619,297.0,0.0
4174006,2419.2000000000003,4264266,317.52,0.0
4174006,2419.2000000000003,43751,2221.7999999999997,0.0
4174006,2419.2000000000003,7662,6307.840000000001,0.0
3231230,21318.0,4118775,212.8,0.0
3231230,21318.0,4045383,12312.0,0.0
3231230,21318.0,4050870,7496.5,0.0
3231230,21318.0,4256868,4177.200000000001,0.0
3231230,21318.0,4165208,2000.0,0.0
3435145,422.5,78030901,1330.0,0.0
3435145,422.5,3466436,15093.0,0.0
3435145,422.5,4096940,5470.799999999999,0.0
3435145,422.5,3641572,965.675,0.0
3435145,422.5,4280852,3571.2000000000007,0.0
3404095,0.0,4331137,1008.0,0.0
3404095,0.0,35242,4537.5,0.0
3404095,0.0,4318836,952.512,0.0
3404095,0.0,4308287,4680.0,0.0
3404095,0.0,3688000,759.0,0.0
4145005,6327.360000000001,3682137,174.8,0.0
4145005,6327.360000000001,71250,11437.599999999999,0.0
4145005,6327.360000000001,3634677,13864.5,0.0
4145005,6327.360000000001,3468690,4762.799999999999,0.0
4145005,6327.360000000001,4298986,4356.144,0.0
4327390,4360.2,4334683,211.25,0.0
4327390,4360.2,3337825,369.0,0.0
4327390,4360.2,3438199,2418.0,0.0
4327390,4360.2,2122919,24829.199999999997,0.0
4327390,4360.2,17885,4760.999999999999,0.0
3431272,690.0,3396534,618.75,0.0
3431272,690.0,3366853,302.25,0.0
3431272,690.0,4249413,4255.308000000001,0.0
3431272,690.0,3483430,648.0,0.0
3431272,690.0,17337,31.5,0.0
3600114,2964.0,3439042,15912.0,0.0
3600114,2964.0,2037765,2898.0,0.0
3600114,2964.0,3279267,360.0,0.0
3600114,2964.0,4249853,10155.6,0.0
3600114,2964.0,3403476,4860.0,0.0
3944531,8064.0,4208936,220.5,0.0
3944531,8064.0,4274174,666.792,0.0
3944531,8064.0,4366772,203.84,0.0
3944531,8064.0,4215667,1968.0,0.0
3944531,8064.0,15212,420.0,0.0
4229369,16003.008000000002,4353876,22789.55,0.0
4229369,16003.008000000002,3672506,2718.7499999999995,0.0
4229369,16003.008000000002,69728,1553.6639999999998,0.0
4229369,16003.008000000002,4138009,740.5199999999999,0.0
4229369,16003.008000000002,4239070,1352.3999999999999,0.0
