main_item,main_item_volume,neighbor_item,neighbor_volume,concurrence
80184,222.0,3439932,441.0,0.0
80184,222.0,3352425,177.09999999999997,0.0
80184,222.0,3644549,434.496,0.0
80184,222.0,3932407,393.75,0.0
80184,222.0,3466855,1653.0,0.0
4233421,40608.0,4250726,3200.0,0.0
4233421,40608.0,3270265,127.5,0.0
4233421,40608.0,3451168,1710.0,0.0
4233421,40608.0,3656938,567.0,0.0
4233421,40608.0,4109120,82.5,0.0
4063284,614.25,4299010,4164.048,0.0
4063284,614.25,3680627,1075.0,0.0
4063284,614.25,4310207,16000.0,0.0
4063284,614.25,4027256,12717.924000000003,0.0
4063284,614.25,3979827,5200.0,0.0
3601193,19000.0,3452758,1382.3999999999999,0.0
3601193,19000.0,4266462,1898.4375,0.0
3601193,19000.0,3383509,635.625,0.0
3601193,19000.0,4352047,833.0,0.0
3601193,19000.0,3614555,2310.0,0.0
3501709,13860.720000000001,2058753,3826.6,0.0
3501709,13860.720000000001,4311538,376.40599999999995,0.0
3501709,13860.720000000001,15105,4290.0,0.0
3501709,13860.720000000001,23035,1050.0,0.0
3501709,13860.720000000001,4206826,1156.0,0.0
3631962,393.25,3454742,630.0,0.0
3631962,393.25,3488298,143.75,0.0
3631962,393.25,4298992,4164.048,0.0
3631962,393.25,90937,3045.0,0.0
3631962,393.25,3231481,24300.0,0.0
4067928,10986.8,4261639,2835.0,0.0
4067928,10986.8,3331436,1109.4599999999998,0.0
4067928,10986.8,4070329,19841.052,0.0
4067928,10986.8,3963627,6378.75,0.0
4067928,10986.8,4262694,7339.319999999999,0.0
3986506,4410.0,4135130,212.8,0.0
3986506,4410.0,3628394,1607.445,0.0
3986506,4410.0,4291317,1184.3999999999999,0.0
3986506,4410.0,4148798,144.531,0.0
3986506,4410.0,16038,12000.0,0.0
4297007,2565.0,4199732,1159.2,0.0
4297007,2565.0,3364386,8400.0,0.0
4297007,2565.0,4234990,505.2959999999999,0.0
4297007,2565.0,4192784,37324.8,0.0
4297007,2565.0,4370804,5904.0,0.0
3654101,15960.0,44323,28331.888,0.0
3654101,15960.0,3062813,684.0,0.0
3654101,15960.0,3495082,1781.1200000000001,0.0
3654101,15960.0,4329953,1752.24,0.0
3654101,15960.0,3682413,3750.0,0.0
3496904,5958.400000000001,3617351,4687.200000000001,0.0
3496904,5958.400000000001,4158482,1374.0749999999998,0.0
3496904,5958.400000000001,4105456,1487.5,0.0
3496904,5958.400000000001,29608,1216.0,0.0
3496904,5958.400000000001,4147285,737.2800000000001,0.0
4295622,1491.42,4289299,1215.0,0.0
4295622,1491.42,3361891,4160.0,0.0
4295622,1491.42,3471166,9896.58,0.0
4295622,1491.42,3231330,10890.0,0.0
4295622,1491.42,2153858,5568.0,0.0
3492564,6520.8,4295038,3300.0,0.0
3492564,6520.8,3450417,20625.0,0.0
3492564,6520.8,4298329,15243.095999999998,0.0
3492564,6520.8,3340581,1464.75,0.0
3492564,6520.8,3405500,274.05000000000007,0.0
3660145,21600.0,4046890,2346.0,0.0
3660145,21600.0,4311962,197.47200000000004,0.0
3660145,21600.0,4280689,295.974,0.0
3660145,21600.0,3013064,5386.8,0.0
3660145,21600.0,2084134,12441.6,0.0
3934851,38587.5,3605027,2380.0,0.0
3934851,38587.5,3491262,833.0,0.0
3934851,38587.5,4324116,9900.0,0.0
3934851,38587.5,4272727,2800.0,0.0
3934851,38587.5,3499706,1080.0,0.0
4301034,1678.464,3682531,1408.0,0.0
4301034,1678.464,78006242,273.0,0.0
4301034,1678.464,3396617,24552.0,0.0
4301034,1678.464,4034943,8250.0,0.0
4301034,1678.464,2085836,10260.0,0.0
78029909,227.5,3198643,4131.2699999999995,0.0
78029909,227.5,3231302,16830.0,0.0
78029909,227.5,3603170,972.8000000000001,0.0
78029909,227.5,4231132,5342.9,0.0
78029909,227.5,4263249,931.0,0.0
3486034,546.1400000000001,3680731,5144.25,0.0
3486034,546.1400000000001,4221352,379.94800000000004,0.0
3486034,546.1400000000001,4056912,341.25,0.0
3486034,546.1400000000001,3406446,7315.0,0.0
3486034,546.1400000000001,4249872,5077.8,0.0
49076,341.32,18174,9660.0,0.0
49076,341.32,4316742,1905.024,0.0
49076,341.32,3192865,2688.0,0.0
49076,341.32,3389323,974.268,0.0
49076,341.32,3900622,310.5,0.0
3386024,3080.0,3481382,1912.5,0.0
3386024,3080.0,4221491,10240.0,0.0
3386024,3080.0,3927598,7148.699999999999,0.0
3386024,3080.0,3198878,864.0,0.0
3386024,3080.0,4262140,121.67999999999999,0.0
4332703,787.5,3955171,12936.0,0.0
4332703,787.5,3430150,546.875,0.0
4332703,787.5,3335495,1100.0,0.0
4332703,787.5,4299789,1020.0,0.0
4332703,787.5,4269692,12544.0,0.0
2126687,24000.0,3644527,2324.256,0.0
2126687,24000.0,4009452,13949.599999999999,0.0
2126687,24000.0,3394126,1527.5,0.0
2126687,24000.0,60867,6591.374999999999,0.0
2126687,24000.0,20063,7369.5,0.0
2110615,1288.0,4121609,12454.5,0.0
2110615,1288.0,45282,5872.5,0.0
2110615,1288.0,4137411,329.54999999999995,0.0
2110615,1288.0,3496905,195.3,0.0
2110615,1288.0,3906891,716.967,0.0
4317626,2381.2799999999997,2131109,12558.0,0.0
4317626,2381.2799999999997,3652233,9838.4,0.0
4317626,2381.2799999999997,4055216,14409.599999999999,0.0
4317626,2381.2799999999997,69726,1193.3999999999999,0.0
4317626,2381.2799999999997,4158452,1024.0,0.0
4078445,1167.25,4079047,7369.5,0.0
4078445,1167.25,4129879,462.5,0.0
4078445,1167.25,3384223,6750.0,0.0
4078445,1167.25,4049944,325.125,0.0
4078445,1167.25,4322939,7543.92,0.0
11750,1840.0,4175976,623.691,0.0
11750,1840.0,4216949,53760.0,0.0
11750,1840.0,3661297,49.5,0.0
3687989,30360.0,4146100,1053.0,0.0
3687989,30360.0,4068699,480.0,0.0
3687989,30360.0,2058043,2730.56,0.0
3687989,30360.0,3632651,16245.0,0.0
3687989,30360.0,4074180,247.5,0.0
84652,4760.0,3692818,195.3,0.0
84652,4760.0,4045665,253.00000000000003,0.0
84652,4760.0,3483307,3124.8,0.0
84652,4760.0,3922214,312.5,0.0
84652,4760.0,3939903,500.0,0.0
4353020,385.875,4322017,1377.9779999999998,0.0
4353020,385.875,3614714,3888.0,0.0
4353020,385.875,4249306,4018.3920000000007,0.0
4353020,385.875,2105514,22680.0,0.0
4353020,385.875,4235789,501.75999999999993,0.0
4310572,3407.5,3617432,178.99200000000005,0.0
4310572,3407.5,3483427,7776.0,0.0
4310572,3407.5,4266111,25920.0,0.0
4310572,3407.5,3491618,273.0,0.0
4310572,3407.5,3476099,11287.5,0.0
3279070,900.0,4093286,703.9499999999999,0.0
3279070,900.0,3601164,5760.0,0.0
3279070,900.0,3936418,614.304,0.0
3279070,900.0,3654694,3675.0,0.0
3279070,900.0,46390,6776.0,0.0
3456395,26112.0,3953836,3520.0,0.0
3456395,26112.0,67047,4276.8,0.0
3456395,26112.0,4353591,9720.0,0.0
3456395,26112.0,3445265,2099.2,0.0
3456395,26112.0,4291718,133.225,0.0
4299031,1377.9779999999998,4204989,1460.7600000000002,0.0
4299031,1377.9779999999998,3689648,1040.625,0.0
4299031,1377.9779999999998,4345302,421.344,0.0
4299031,1377.9779999999998,3379713,3250.0,0.0
4299031,1377.9779999999998,4027837,500.0,0.0
4308790,13115.76,3623327,783.9,0.0
4308790,13115.76,4189744,263.25,0.0
4308790,13115.76,4072352,754.3919999999998,0.0
4308790,13115.76,4012050,6384.0,0.0
4308790,13115.76,3948578,7699.23,0.0
3200024,1064.0,3623197,21600.0,0.0
3200024,1064.0,3422802,190.575,0.0
3200024,1064.0,3914348,4548.192,0.0
3200024,1064.0,4033776,1728.0,0.0
3200024,1064.0,2157147,10692.0,0.0
3663531,7488.0,4244329,8439.75,0.0
3663531,7488.0,4325218,3893.7599999999998,0.0
3663531,7488.0,3395342,1690.5,0.0
3663531,7488.0,78009909,500.0,0.0
3663531,7488.0,4256835,20480.0,0.0
3314610,1400.0,3922315,394.875,0.0
3314610,1400.0,4101229,11092.5,0.0
3314610,1400.0,4135134,5958.400000000001,0.0
3314610,1400.0,3436716,208.32000000000002,0.0
3314610,1400.0,4321412,4525.248,0.0
3376242,13304.249999999998,4038850,292.5,0.0
3376242,13304.249999999998,32120,2079.0,0.0
3376242,13304.249999999998,4347972,365.75,0.0
3376242,13304.249999999998,4333824,8448.0,0.0
3376242,13304.249999999998,3140747,5913.599999999999,0.0
2057837,1596.0,4204889,495.0,0.0
2057837,1596.0,4363403,1143.0,0.0
2057837,1596.0,4116553,4218.75,0.0
2057837,1596.0,3637008,2380.32,0.0
2057837,1596.0,4241221,345.15000000000003,0.0
3645807,14585.34,4349335,718.25,0.0
3645807,14585.34,3456934,13860.720000000001,0.0
3645807,14585.34,4277252,735.0,0.0
3645807,14585.34,4305783,3811.5,0.0
3645807,14585.34,4337954,1401.6,0.0
30648,80.60000000000001,3907553,828.75,0.0
30648,80.60000000000001,4087748,9216.0,0.0
30648,80.60000000000001,3432532,30800.0,0.0
30648,80.60000000000001,3496234,1617.0,0.0
30648,80.60000000000001,4201057,800.36,0.0
4270701,7383.551999999998,4221674,13860.0,0.0
4270701,7383.551999999998,10234,1595.0,0.0
4270701,7383.551999999998,3617315,10559.25,0.0
4270701,7383.551999999998,4222373,675.0,0.0
4270701,7383.551999999998,4066615,5958.400000000001,0.0
3301142,18000.0,3633950,1598.625,0.0
3301142,18000.0,4298983,10490.699999999999,0.0
3301142,18000.0,3698785,189.0,0.0
3301142,18000.0,4309033,7201.950000000001,0.0
3301142,18000.0,3177381,1176.0,0.0
4331648,5666.76,3977406,18759.0,0.0
4331648,5666.76,4102088,13522.944,0.0
4331648,5666.76,3613024,1561.518,0.0
4331648,5666.76,4177752,558.6,0.0
4331648,5666.76,3633467,440.0,0.0
2102996,27720.0,4370045,4559.376,0.0
2102996,27720.0,3669210,18933.600000000002,0.0
2102996,27720.0,4286641,1368.0,0.0
2102996,27720.0,45944,279.45,0.0
2102996,27720.0,78006633,2106.0,0.0
3691087,9296.586000000001,4102507,11421.0,0.0
3691087,9296.586000000001,4081997,494.0,0.0
3691087,9296.586000000001,4059494,3130.4,0.0
3691087,9296.586000000001,97229,418.32000000000005,0.0
3691087,9296.586000000001,4237060,1028.5,0.0
4196826,3312.0,4293507,6120.0,0.0
4196826,3312.0,2047206,35376.0,0.0
4196826,3312.0,4243048,6384.0,0.0
4196826,3312.0,4298971,484.016,0.0
4196826,3312.0,4266514,768.0,0.0
4135603,2160.0,3459984,541.5,0.0
4135603,2160.0,4249861,10155.6,0.0
4135603,2160.0,4002293,10155.6,0.0
4135603,2160.0,3432542,6411.6224999999995,0.0
4135603,2160.0,4037652,18431.28,0.0
3364200,18354.0,3328055,1642.3560000000002,0.0
3364200,18354.0,3472641,5616.0,0.0
3364200,18354.0,3346238,9970.5,0.0
3364200,18354.0,4318771,1215.0,0.0
3364200,18354.0,2071595,2975.3999999999996,0.0
4261158,10111.104000000001,18510,1353.984,0.0
4261158,10111.104000000001,3659410,360.0,0.0
4261158,10111.104000000001,3625278,3000.0,0.0
4261158,10111.104000000001,3407483,135.0,0.0
4261158,10111.104000000001,3264083,8729.423999999999,0.0
4249876,5077.8,3620512,585.9,0.0
4249876,5077.8,4255777,2540.16,0.0
4249876,5077.8,3442578,7639.92,0.0
4249876,5077.8,4105496,212.8,0.0
4249876,5077.8,2085872,2717.0,0.0
3301635,56000.0,3668930,230.39999999999998,0.0
3696989,25920.0,4027249,9883.800000000001,0.0
3696989,25920.0,4259991,1840.0,0.0
3696989,25920.0,3624480,7245.0,0.0
3696989,25920.0,4262559,5163.75,0.0
3696989,25920.0,3501015,4276.8,0.0
4305605,203.28000000000003,4298877,1782.0,0.0
4305605,203.28000000000003,3926818,3349.5,0.0
4305605,203.28000000000003,3682898,1080.0,0.0
4305605,203.28000000000003,4194065,1600.0,0.0
4305605,203.28000000000003,3659096,1046.5,0.0
3497593,17160.0,3970108,25425.0,0.0
3497593,17160.0,4249864,10155.6,0.0
3497593,17160.0,9922,1372.8,0.0
3497593,17160.0,4058092,1008.5999999999999,0.0
3497593,17160.0,4384745,919.0800000000002,0.0
4008109,5332.799999999999,3429583,4237.2,0.0
4008109,5332.799999999999,2057831,8482.5,0.0
4008109,5332.799999999999,4009065,5077.8,0.0
4008109,5332.799999999999,2103012,8631.168000000001,0.0
4008109,5332.799999999999,3188099,4633.2,0.0
3443625,13372.139999999998,4069652,12996.0,0.0
3443625,13372.139999999998,3625195,2341.344,0.0
3443625,13372.139999999998,4275416,672.0,0.0
3443625,13372.139999999998,4096400,4985.25,0.0
3443625,13372.139999999998,3197858,274.05000000000007,0.0
3644757,92.5,4055071,2016.0,0.0
3644757,92.5,3976387,2514.2999999999997,0.0
3644757,92.5,4301136,665.0,0.0
3644757,92.5,41891,6528.0,0.0
3644757,92.5,2071819,4252.5,0.0
2057829,21840.0,3418507,4139.52,0.0
2057829,21840.0,4073541,1407.924,0.0
2057829,21840.0,62758,1176.0,0.0
2057829,21840.0,3611870,15960.0,0.0
2057829,21840.0,3010670,75.0,0.0
3683622,1265.0,22246,355.52000000000004,0.0
3683622,1265.0,4086769,5400.0,0.0
3683622,1265.0,4087688,175.2,0.0
3683622,1265.0,4348239,4800.0,0.0
3683622,1265.0,4363803,950.0,0.0
4008047,1380.0,17342,2191.2,0.0
4008047,1380.0,3638365,3400.0,0.0
4008047,1380.0,3346615,370.03999999999996,0.0
4008047,1380.0,3246773,2295.0,0.0
4008047,1380.0,3649730,4516.5599999999995,0.0
4102295,1929.375,4287533,21687.75,0.0
4102295,1929.375,4072870,11198.502,0.0
4102295,1929.375,4262136,121.67999999999999,0.0
4102295,1929.375,4241323,141.12,0.0
4102295,1929.375,3694867,14280.0,0.0
78007176,156.0,3139991,5184.0,0.0
78007176,156.0,4293350,942.5,0.0
78007176,156.0,4282741,17242.308,0.0
78007176,156.0,4087719,320.65,0.0
78007176,156.0,4173496,2384.25,0.0
3387473,254.925,3646881,1463.0,0.0
3387473,254.925,3498080,1280.64,0.0
3387473,254.925,4338163,4408.0,0.0
3387473,254.925,44849,6510.816,0.0
3387473,254.925,3632839,15840.0,0.0
4353523,156.0,45954,10395.0,0.0
4353523,156.0,3235377,7369.5,0.0
4353523,156.0,4208524,2304.0,0.0
4353523,156.0,78004336,231.0,0.0
4353523,156.0,3239385,23751.0,0.0
4349036,3900.0,4037452,9201.599999999999,0.0
4349036,3900.0,48815,1530.0,0.0
4349036,3900.0,4200975,825.0,0.0
4349036,3900.0,4287539,34344.0,0.0
4349036,3900.0,2162060,1470.0,0.0
4255956,9361.5,3035242,2268.0,0.0
4255956,9361.5,2160063,6075.0,0.0
4255956,9361.5,4311542,376.40599999999995,0.0
4255956,9361.5,4091684,9241.6,0.0
4255956,9361.5,3469477,13705.199999999999,0.0
3487310,187.5,78010258,253.5,0.0
3487310,187.5,3696941,5460.0,0.0
3487310,187.5,4307230,1344.0,0.0
3487310,187.5,3695292,27648.0,0.0
3487310,187.5,4152129,10624.44,0.0
4000350,9024.0,4235595,17392.32,0.0
4000350,9024.0,4279805,14350.0,0.0
4000350,9024.0,4327535,481.312,0.0
4000350,9024.0,2134542,8640.0,0.0
4000350,9024.0,4192760,1555.2,0.0
2103033,9883.800000000001,8065,17388.0,0.0
2103033,9883.800000000001,4038855,413.772,0.0
2103033,9883.800000000001,3378621,1053.0,0.0
2103033,9883.800000000001,3184339,8100.0,0.0
2103033,9883.800000000001,4109505,88.655,0.0
3173468,7980.144,62581,882.0,0.0
3173468,7980.144,4299004,758.1,0.0
3173468,7980.144,3480976,800.0,0.0
3173468,7980.144,4315310,1377.9779999999998,0.0
3173468,7980.144,3452284,240.0,0.0
4363718,81.0,4025410,15876.0,0.0
4363718,81.0,3467389,3809.5560000000005,0.0
4363718,81.0,4230658,1543.5,0.0
4363718,81.0,4098808,490.0,0.0
4363718,81.0,4280649,2730.56,0.0
3302995,7282.800000000001,2170768,1372.8,0.0
3302995,7282.800000000001,3986837,3920.0,0.0
3302995,7282.800000000001,4153636,15810.799999999997,0.0
3302995,7282.800000000001,4134961,6566.400000000001,0.0
3302995,7282.800000000001,4303960,20880.0,0.0
4260755,3150.0,3206240,20479.2,0.0
4260755,3150.0,3604684,544.5,0.0
4260755,3150.0,3363850,3206.3999999999996,0.0
4260755,3150.0,4036451,8160.0,0.0
4260755,3150.0,3613213,192.0,0.0
3964790,10668.0,4113326,3840.0,0.0
3964790,10668.0,4087121,1012.5,0.0
3964790,10668.0,4094189,1600.0,0.0
3964790,10668.0,4037646,585.9,0.0
3964790,10668.0,2139777,1690.0,0.0
4292792,401.375,4296262,1540.0,0.0
4292792,401.375,4265983,162.75,0.0
4292792,401.375,4066609,5958.400000000001,0.0
4292792,401.375,4066610,5958.400000000001,0.0
4292792,401.375,4147662,2268.0,0.0
4304882,4116.0,4301013,309.67199999999997,0.0
4304882,4116.0,4335332,576.0,0.0
4304882,4116.0,4101183,8447.4,0.0
4304882,4116.0,3157836,6300.0,0.0
4304882,4116.0,3395099,102.0,0.0
2131371,2730.56,3699960,2106.0,0.0
2131371,2730.56,4095201,2156.25,0.0
2131371,2730.56,4092264,5400.0,0.0
2131371,2730.56,4151856,1852.5,0.0
2131371,2730.56,3472180,10800.0,0.0
4054599,3861.0,3653933,1302.0,0.0
4054599,3861.0,3929,409.5,0.0
4054599,3861.0,57375,11914.5,0.0
4054599,3861.0,4312739,1195.6,0.0
4054599,3861.0,4118771,212.8,0.0
4347956,1968.0,3669213,18933.600000000002,0.0
4347956,1968.0,4236800,297.5,0.0
4347956,1968.0,4295601,1640.0,0.0
4347956,1968.0,4201194,29600.48,0.0
4347956,1968.0,3407481,1080.0,0.0
4351744,1218.672,4266515,6019.2,0.0
4351744,1218.672,3198641,4131.2699999999995,0.0
4351744,1218.672,4259990,1840.0,0.0
4351744,1218.672,3338826,21600.0,0.0
4351744,1218.672,3606461,3400.0,0.0
4235324,688.9889999999999,4332884,8624.0,0.0
4235324,688.9889999999999,4332451,6384.0,0.0
4235324,688.9889999999999,3276842,6345.0,0.0
4235324,688.9889999999999,3644563,7632.0,0.0
4235324,688.9889999999999,4249478,5342.9,0.0
4312266,31257.6,4137488,9405.0,0.0
4312266,31257.6,4174763,2304.0,0.0
4312266,31257.6,4275295,2656.0,0.0
4312266,31257.6,4118844,207.0,0.0
4312266,31257.6,3986508,1824.0,0.0
3411329,7593.75,53020,29952.0,0.0
3411329,7593.75,4322737,406.125,0.0
3411329,7593.75,4347952,4590.0,0.0
3411329,7593.75,4354093,7448.0,0.0
3411329,7593.75,3624438,5472.0,0.0
3684909,3754.4,70526,6864.0,0.0
3684909,3754.4,78034294,324.0,0.0
3684909,3754.4,3422693,36480.0,0.0
3684909,3754.4,4293252,372.0,0.0
3684909,3754.4,4286008,2213.75,0.0
4287007,1504.8,4266096,16716.96,0.0
4287007,1504.8,3656937,567.0,0.0
4287007,1504.8,4090904,7425.0,0.0
4287007,1504.8,4249316,568.575,0.0
4287007,1504.8,4066605,5958.400000000001,0.0
4235929,589.568,4271634,252.0,0.0
4235929,589.568,3670825,379.525,0.0
4235929,589.568,2043716,165.0,0.0
4235929,589.568,4225855,526.5,0.0
4235929,589.568,4106388,13872.0,0.0
3368414,546.875,4289394,952.512,0.0
3368414,546.875,4274234,4856.544000000001,0.0
3368414,546.875,3908600,4692.4800000000005,0.0
3368414,546.875,5051,8640.0,0.0
3368414,546.875,3460853,1500.0,0.0
4179988,5077.8,3611543,30685.0,0.0
4179988,5077.8,3953457,3290.0,0.0
4179988,5077.8,3060608,7952.495999999999,0.0
4179988,5077.8,4307643,3250.0,0.0
4179988,5077.8,3495704,522.0,0.0
3631966,12168.0,3662629,499.125,0.0
3631966,12168.0,4277256,15428.0,0.0
3631966,12168.0,3694097,5231.25,0.0
3631966,12168.0,4241319,627.75,0.0
3631966,12168.0,4308168,283.452,0.0
3603635,2381.4,3235374,7369.5,0.0
3603635,2381.4,2057839,15960.0,0.0
3603635,2381.4,3962298,5376.0,0.0
3603635,2381.4,3450465,680.0,0.0
3603635,2381.4,3624671,12600.0,0.0
4105769,37801.399999999994,3025963,1148.0,0.0
4105769,37801.399999999994,4174182,953.25,0.0
4105769,37801.399999999994,4328959,1139.25,0.0
4105769,37801.399999999994,3400349,12096.0,0.0
