,order_id,plu_id,plu_hierarchy_lvl_2_desc,plu_hierarchy_lvl_3_desc
1603999,737550039,3955995,Молочная гастрономия,Яйцо
1281963,787742403,3636787,Рыбная гастрономия,Рыба копченая
865407,718528202,4150418,Бакалея (Food),Масло растительное
27576,676323416,3496914,Корма для животных,Корма для кошек
1983807,801215456,3455615,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
1784867,843645648,78004824,Хлеб СП,Хлеб зерновой СП
1341193,742555071,4087748,Молочная гастрономия,Традиц.кислом.прод-ия
2100004,848867464,4285574,"Соки, воды, пиво","Соки, нектары"
59602,658456290,1546,Овощи - Фрукты,Овощи/Грибы
1462316,739550530,28396,Овощи - Фрукты,Овощи/Грибы
439318,665123116,3673128,Овощи - Фрукты,Овощи/Грибы
2233592,880081079,3907553,Кондитерские изделия (Food),"Печенье, крекер"
1620928,748070871,3478641,Сопутствующие товары (Food),Хозяйственные принадлежности
1526056,742130111,30648,Бакалея (Food),Продукция быстрого приготовления
939113,734304179,3234987,Бакалея (Food),Консервы овощные
2188290,875997186,4370081,Овощи - Фрукты,Фрукты/Ягоды
647426,729442973,3254157,Молочная гастрономия,Яйцо
589251,685959454,4249876,Корма для животных,Корма для кошек
1479738,754309401,4337954,Молочная гастрономия,Сыры
132145,644139869,4305783,Бакалея (Food),Соусы
209206,673781802,3450510,Сопутствующие товары (Food),Целлюлозная и ватная продукция
9703,680044716,4198694,Мясная гастрономия,Колбасные изделия
870172,728152244,4249850,Корма для животных,Корма для кошек
569519,686469588,4061907,Кондитерские изделия (Food),Чипсы
1982913,815236503,4121582,Молочная гастрономия,Традиц.кислом.прод-ия
530703,651875622,202,Овощи - Фрукты,Овощи/Грибы
889203,712710076,4049144,"Хлеб, хлебобулочные изделия (Food)",Хлеб ржаной
1261483,788268939,4277252,Мясная гастрономия,Колбасные изделия
1189578,727060694,3456934,"Соки, воды, пиво","Соки, нектары"
2151903,880668538,4314547,Овощи - Фрукты,Овощи/Грибы
341380,648875746,3219528,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
1637147,759365669,3148279,Овощи - Фрукты,Фрукты/Экзотика
1605904,758411953,4215681,"Соки, воды, пиво","Напитки, квас, тоник"
826637,688329330,48188,Овощи - Фрукты,Фрукты/Ягоды
1661518,763961507,4260750,Молочная гастрономия,Сыры
406971,657979485,88570,Овощи - Фрукты,Овощи/Зелень
189658,661853421,18510,Детское питание (Fresh),Детские молочные продукты
1849399,859878609,4261158,Товары для дома,Кухонная посуда
1072253,725718693,3219528,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
1715108,864963026,3463973,"Соки, воды, пиво",Вода
1871452,861373614,3911583,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
1947766,846464547,4241221,Сопутствующие товары (Food),Средства личной гигиены
323963,681453790,3215967,Кондитерские изделия (Food),Конфеты
2378202,896584418,60526,Овощи - Фрукты,Фрукты/Экзотика
947567,693038824,3220803,Кондитерские изделия (Food),"Печенье, крекер"
164928,670628700,4286641,Птица и изделия из птицы,Птица и П/Ф охлажденые
2219122,806138793,48687,Овощи - Фрукты,Овощи/Грибы
1385063,743424991,3624671,Сопутствующие товары (Food),Целлюлозная и ватная продукция
2024888,817784256,3669210,Сопутствующие товары (Food),"Моющие,чистящие средства"
2166195,799103398,3025963,Молочная гастрономия,Сыры
319162,641381854,2111189,Молочная гастрономия,Молоко
1012329,728477742,4307523,Молочная гастрономия,Традиц.кислом.прод-ия
2243310,841890509,4195192,Замороженные продукты,Замороженная плодоовощная продукция
1375784,746837869,4174182,Бакалея (Food),Продукция быстрого приготовления
855113,719259450,3630603,"Соки, воды, пиво",Вода
1079057,724879535,2065120,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
2257659,825634478,3633467,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
160447,673034135,3222305,Кондитерские изделия (Food),"Печенье, крекер"
79423,675798708,4263705,Молочная гастрономия,Сливки
2043226,886754976,3450465,Бакалея (Food),Соль
115419,656276435,3400349,Кондитерские изделия (Food),"Печенье, крекер"
1107308,699072446,4280681,Молочная гастрономия,Соврем.кислом.прод-ия
622143,682840688,3177381,Молочная гастрономия,Молоко
2164570,839769571,3604762,Овощи - Фрукты,Овощи/Грибы
1590867,742756870,4309033,Бакалея (Food),Консервы овощные
963483,731809745,4300902,Овощи - Фрукты,Фрукты/Ягоды
81422,670049340,2070399,Бакалея (Food),Чай
1063514,722405068,3698785,Молочная гастрономия,Масложировые продукты
2337098,901671068,4274973,Бакалея (Food),Соусы
1487796,765452125,3634921,"Соки, воды, пиво",Вода
2168126,834755991,4298983,Молочная гастрономия,Соврем.кислом.прод-ия
2054552,898431115,4328959,Птица и изделия из птицы,Птица и П/Ф охлажденые
667910,702845317,3659060,Бакалея (Food),"Сухие завтраки, мюсли"
2025509,797274261,4261976,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
74720,672439450,3485660,Молочная гастрономия,Молоко
755130,693456828,3664055,Птица и изделия из птицы,Птица и П/Ф охлажденые
269664,675833332,3043867,Овощи - Фрукты,Овощи/Зелень
1509734,743777268,2164566,Бакалея (Food),Соусы
386122,642328820,4066615,Корма для животных,Корма для собак
