,plu_id,plu_hierarchy_lvl_2_desc,plu_width_amt,plu_depth_amt,plu_height_amt,Квант
0,4303297.0,"Готовая кулинария, салаты",13.7,18.7,5.5,
1,4264267.0,Молочная гастрономия,9.4,9.4,4.3,
2,3939998.0,Детское питание (Food),6.1,6.1,9.7,
3,4007767.0,Бакалея (Food),14.0,5.0,20.0,24.0
4,4312443.0,Мясо и мясные изделия,17.8,22.7,3.5,
5,3219404.0,Бакалея (Food),15.0,4.0,21.0,20.0
6,3626352.0,"Соки, воды, пиво",8.0,8.0,28.0,12.0
7,4249279.0,Молочная гастрономия,13.5,9.5,15.0,
8,4291005.0,Молочная гастрономия,7.0,7.0,14.5,
9,4293357.0,Замороженные продукты,9.5,9.5,8.0,
10,4342799.0,Сопутствующие товары (Food),4.6,7.4,24.5,6.0
11,3622213.0,Сопутствующие товары (Food),5.3,5.3,20.0,6.0
12,3479534.0,Сопутствующие товары (Food),4.5,4.5,18.5,6.0
13,44831.0,Молочная гастрономия,5.3,5.0,9.3,18.0
14,3976585.0,Детское питание (Food),17.0,5.5,22.5,
15,4326816.0,Мясная гастрономия,3.5,22.5,3.5,8.0
16,31777.0,Бакалея (Food),17.2,5.2,10.5,
17,3506194.0,"Хлеб, хлебобулочные изделия (Food)",15.0,7.0,30.0,2.0
18,4268402.0,Бакалея (Food),8.1,8.1,9.7,
19,3904788.0,Бакалея (Food),13.0,2.0,18.0,
20,4261575.0,Мясная гастрономия,11.0,12.0,3.0,
21,3991890.0,Бакалея (Food),12.8,4.0,19.0,
22,4217210.0,Бакалея (Food),12.7,4.0,20.5,
23,3201611.0,Кондитерские изделия (Food),12.5,5.5,24.5,15.0
24,3497593.0,"Хлеб, хлебобулочные изделия (Food)",12.0,6.5,11.0,20.0
25,4061847.0,Мясо и мясные изделия,19.0,14.4,3.5,
26,4280852.0,Мясная гастрономия,12.8,18.6,1.5,10.0
27,3353480.0,Сопутствующие товары (Food),9.5,2.5,12.0,
28,4057201.0,Корма для животных,13.0,5.0,20.0,
29,20063.0,Бакалея (Food),8.5,8.5,8.5,12.0
30,3340109.0,Бакалея (Food),0.0,0.0,0.0,
31,4002307.0,"Хлеб, хлебобулочные изделия (Food)",11.0,16.0,3.0,
32,4363300.0,"Соки, воды, пиво",5.7,5.7,20.0,
33,3641572.0,Молочная гастрономия,9.5,9.5,10.7,
34,4074015.0,Бакалея (Food),7.7,6.6,15.6,10.0
35,4275052.0,Бакалея (Food),11.5,2.0,16.5,
36,4198246.0,Бакалея (Food),14.5,11.0,30.0,
37,4228123.0,Сопутствующие товары (Food),10.0,6.3,16.3,
38,4172502.0,Бакалея (Food),13.0,4.0,20.0,
39,2055233.0,Одежда,12.0,1.0,24.0,
40,78010258.0,Хлеб СП,13.0,13.0,1.5,
41,3190232.0,Бакалея (Food),9.0,1.5,13.0,
42,3442641.0,Бакалея (Food),16.5,5.0,7.0,
43,4292846.0,Бакалея (Food),9.0,9.0,12.0,
44,4275061.0,Бакалея (Food),6.5,0.4,9.5,
45,4278736.0,Кондитерские изделия (Food),15.0,4.0,18.0,8.0
46,4108865.0,Замороженные продукты,19.0,3.0,19.0,
47,3167691.0,Кондитерские изделия (Food),21.0,5.0,21.0,
48,4324027.0,Бакалея (Food),11.0,8.0,19.0,
49,4050483.0,Мясо и мясные изделия,18.0,23.0,6.0,4.0
50,3636044.0,Бакалея (Food),9.0,5.0,17.0,
51,3632860.0,Кондитерские изделия (Food),11.0,3.2,24.0,20.0
52,4243101.0,Сопутствующие товары (Food),7.4,4.7,21.8,
53,4298329.0,Кондитерские изделия (Food),24.2,36.2,17.4,
54,3406445.0,Сопутствующие товары (Food),7.5,7.5,2.5,
55,4218905.0,Рыбная гастрономия,6.9,6.9,6.0,
56,4312467.0,Бакалея (Food),9.5,2.0,14.0,24.0
57,4252339.0,"Соки, воды, пиво",6.0,6.0,20.0,
58,2105633.0,Сопутствующие товары (Food),19.8,22.7,10.9,12.0
59,4296566.0,Сопутствующие товары (Food),6.5,6.5,4.7,
60,48897.0,Сопутствующие товары (Food),5.0,5.0,22.5,
61,4181035.0,Молочная гастрономия,7.0,12.0,16.0,
62,4287807.0,Замороженные продукты,10.0,3.0,18.0,
63,3684327.0,Молочная гастрономия,11.5,4.5,11.5,
64,3256621.0,Бакалея (Food),26.0,2.0,7.0,
65,4021002.0,Кондитерские изделия (Food),7.0,1.0,14.9,
66,4068695.0,Детское питание (Food),8.0,4.0,15.0,12.0
67,4087099.0,Корма для животных,11.0,4.0,17.5,
68,4249047.0,Молочная гастрономия,10.5,6.4,18.3,
69,4094915.0,Бакалея (Food),8.9,8.9,13.5,
70,4318995.0,"Соки, воды, пиво",5.5,5.5,22.0,
71,3904334.0,Бакалея (Food),12.0,1.0,15.5,
72,3415396.0,"Хлеб, хлебобулочные изделия (Food)",15.0,3.6,6.6,24.0
73,3656135.0,Молочная гастрономия,9.7,9.7,6.0,
74,3612568.0,Молочная гастрономия,9.5,9.5,4.5,
75,3463973.0,"Соки, воды, пиво",8.2,8.2,30.0,18.0
76,3425418.0,Сопутствующие товары (Food),19.0,4.0,4.5,
77,3062836.0,Молочная гастрономия,24.0,11.0,7.0,16.0
78,4301814.0,Молочная гастрономия,9.3,9.3,8.5,
79,4280569.0,Сопутствующие товары (Food),6.2,10.1,20.8,
80,3668802.0,Сопутствующие товары (Food),4.1,4.1,11.0,
81,3969359.0,Бакалея (Food),10.2,10.2,11.0,
82,4259757.0,Корма для животных,26.0,42.0,13.5,
83,3931669.0,"Соки, воды, пиво",6.35,6.35,16.8,
84,3669881.0,"Соки, воды, пиво",6.4,6.4,21.4,
85,3445958.0,Корма для животных,18.0,11.0,29.0,6.0
86,4200752.0,Замороженные продукты,8.0,2.0,19.0,
87,4227924.0,Бакалея (Food),11.9,5.7,22.5,
88,4175395.0,"Готовая кулинария, салаты",13.7,18.7,3.6,
89,4076241.0,"Соки, воды, пиво",9.0,6.0,19.5,
90,3218094.0,Бакалея (Food),13.5,5.3,25.0,
91,4364252.0,Овощи - Фрукты,18.0,6.0,5.0,10.0
92,3671869.0,Канцелярские товары,11.2,14.9,0.6,
93,3674577.0,Молочная гастрономия,11.5,5.5,22.0,24.0
94,4104035.0,Одежда,10.0,1.2,32.0,
95,11786.0,Бакалея (Food),4.2,4.2,14.0,12.0
96,4167079.0,Бакалея (Food),10.4,1.0,14.0,16.0
97,4191063.0,"Хлеб, хлебобулочные изделия (Food)",11.5,5.0,11.5,3.0
98,4270488.0,"Готовая кулинария, салаты",13.7,18.7,3.6,
99,4288492.0,Бакалея (Food),10.4,1.0,14.0,
100,4305932.0,"Соки, воды, пиво",6.4,6.4,23.0,12.0
101,3446522.0,Бакалея (Food),9.0,2.0,29.0,
102,4144583.0,Сопутствующие товары (Food),6.7,9.8,22.1,
103,4243879.0,Детские товары (Food),5.0,5.0,15.0,
104,3633833.0,Сопутствующие товары (Food),14.5,4.1,22.0,
105,3505733.0,Кондитерские изделия (Food),14.0,3.0,19.0,
106,4298970.0,Молочная гастрономия,5.2,5.2,17.9,
107,4204889.0,Диабетическое питание,11.0,15.0,3.0,
108,4256375.0,Сопутствующие товары (Food),9.2,6.6,22.3,8.0
109,3668859.0,Молочная гастрономия,8.0,3.0,10.5,
110,3903205.0,Бакалея (Food),12.0,22.0,53.0,
111,4293469.0,Мясо и мясные изделия,19.0,14.4,5.5,
112,3388974.0,Сопутствующие товары (Food),4.8,5.7,15.0,
113,4330123.0,Кондитерские изделия (Food),18.0,3.0,13.3,
114,4371201.0,ФК Кулинария и салаты,11.0,4.5,11.0,
115,3472122.0,Сопутствующие товары (Food),8.0,4.0,21.9,6.0
116,3664974.0,Бакалея (Food),4.0,4.0,28.0,10.0
117,4194671.0,Молочная гастрономия,8.0,8.0,25.0,
118,4232542.0,"Соки, воды, пиво",6.5,6.5,25.0,12.0
119,4185771.0,Мясная гастрономия,15.0,19.5,4.5,3.0
120,3177184.0,Сопутствующие товары (Food),12.0,10.0,12.0,
121,4045878.0,Сопутствующие товары (Food),6.05,4.79,18.7,
122,3404114.0,Кондитерские изделия (Food),32.0,42.0,15.5,
123,4328961.0,Птица и изделия из птицы,19.0,14.4,7.0,
124,3450503.0,Сопутствующие товары (Food),20.0,10.0,19.0,
125,4375078.0,"Соки, воды, пиво",9.3,9.3,31.8,
126,4063898.0,Сопутствующие товары (Food),4.1,16.9,5.3,
127,4227649.0,Молочная гастрономия,10.5,3.5,3.5,
128,4296283.0,Сопутствующие товары (Food),4.5,7.5,18.0,
129,4321978.0,Мясная гастрономия,14.5,25.0,1.5,
130,4279055.0,Детское питание (Fresh),6.3,6.3,6.0,
131,3196670.0,"Соки, воды, пиво",5.1,5.1,15.5,
132,4356450.0,Кондитерские изделия (Food),7.0,0.8,14.9,
133,3676952.0,Сопутствующие товары (Food),10.6,10.6,8.0,
134,4249304.0,Сопутствующие товары (Food),6.7,4.2,23.8,6.0
135,4100318.0,Бакалея (Food),14.0,11.3,10.5,
136,4317586.0,"Готовая кулинария, салаты",18.0,28.0,5.0,
137,3667243.0,Молочная гастрономия,9.5,9.5,12.0,
138,4264579.0,"Готовая кулинария, салаты",13.7,18.7,3.6,
139,3297899.0,Одежда,17.0,0.5,22.7,
140,3453074.0,Мясная гастрономия,7.5,7.5,15.0,
141,4295038.0,"Готовая кулинария, салаты",15.0,20.0,5.5,2.0
142,4223901.0,Молочная гастрономия,8.3,8.3,24.7,
143,3608917.0,"Готовая кулинария, салаты",18.7,25.0,3.5,4.0
144,3650288.0,Детское питание (Food),24.0,13.0,10.0,
145,4319736.0,Молочная гастрономия,5.9,8.5,25.0,6.0
146,4372355.0,Кондитерские изделия (Food),20.0,6.3,28.5,
147,4014790.0,Мясо и мясные изделия,14.4,19.5,7.0,
148,4138521.0,Молочная гастрономия,12.7,8.8,7.0,
149,3483437.0,Молочная гастрономия,9.0,9.0,8.0,12.0
150,4261976.0,"Готовая кулинария, салаты",13.5,18.5,3.5,6.0
151,4087692.0,Молочная гастрономия,7.3,2.4,10.0,
152,43570.0,"Хлеб, хлебобулочные изделия (Food)",8.0,4.0,17.0,
153,4335427.0,Замороженные продукты,2.0,22.0,34.0,
154,3648434.0,Бакалея (Food),10.1,10.1,6.4,
155,4124254.0,Алкоголь,7.5,7.5,31.0,
156,3931266.0,Кондитерские изделия (Food),8.0,7.5,13.4,
157,4074302.0,Кондитерские изделия (Fresh),16.0,21.0,8.0,
158,4245767.0,Молочная гастрономия,9.4,9.4,4.3,
159,4268550.0,"Соки, воды, пиво",6.0,6.0,15.0,
160,3455947.0,Корма для животных,20.0,9.6,30.0,6.0
161,4124907.0,Кондитерские изделия (Food),2.5,2.5,9.0,
162,4351272.0,"Соки, воды, пиво",8.8,8.8,32.9,
163,3158299.0,Бакалея (Food),7.5,7.0,15.5,6.0
164,4218909.0,Рыбная гастрономия,6.9,6.9,6.0,
165,3678971.0,"Соки, воды, пиво",6.5,6.5,12.4,
166,3689060.0,"Хлеб, хлебобулочные изделия (Food)",8.0,9.8,20.0,
167,3484927.0,Рыбная гастрономия,8.8,8.8,4.5,
168,4224885.0,Сопутствующие товары (Food),38.2,21.0,19.0,
169,4216907.0,Сопутствующие товары (Food),5.0,4.0,12.0,
170,3379266.0,Мясная гастрономия,13.0,1.0,25.0,
171,3607920.0,Кондитерские изделия (Food),15.0,4.0,20.0,15.0
172,4253877.0,Сопутствующие товары (Food),9.3,6.2,18.5,
173,4203074.0,Бакалея (Food),8.0,7.0,15.0,
174,17278.0,Бакалея (Food),12.0,6.0,22.0,
175,4250849.0,Овощи - Фрукты,17.0,11.0,4.0,
176,4056217.0,Бакалея (Food),6.0,4.0,15.2,
177,4273977.0,Сопутствующие товары (Food),9.0,5.5,25.5,
178,4198753.0,Молочная гастрономия,7.0,7.0,7.0,
179,4025422.0,Замороженные продукты,20.0,34.5,6.0,
180,3962475.0,Детское питание (Food),5.8,5.8,5.8,
181,3658630.0,Бакалея (Food),8.0,6.0,16.0,
182,3415959.0,Кондитерские изделия (Food),18.2,2.7,13.2,
183,3314610.0,Бакалея (Food),10.0,10.0,14.0,
184,3465559.0,Сопутствующие товары (Food),5.5,2.5,13.3,5.0
185,3630986.0,Кондитерские изделия (Food),11.2,11.2,7.8,
186,3634677.0,"Соки, воды, пиво",7.5,6.5,23.7,12.0
187,3664534.0,Кондитерские изделия (Food),18.5,4.5,8.0,
188,4102660.0,Молочная гастрономия,8.5,12.5,3.0,
189,3970323.0,Детское питание (Food),5.5,3.9,10.7,
190,4353889.0,Кондитерские изделия (Food),8.0,1.1,15.5,15.0
191,4281817.0,Детское питание (Food),5.5,5.5,7.5,
192,3018033.0,Овощи - Фрукты,10.0,1.0,30.0,
193,4297859.0,Молочная гастрономия,9.8,13.6,4.0,
194,4324678.0,"Соки, воды, пиво",7.0,6.0,24.0,
195,2072717.0,Мясная гастрономия,10.0,5.0,7.0,9.0
196,4052024.0,Кондитерские изделия (Food),10.0,6.5,15.5,
197,4053610.0,Детское питание (Food),4.8,13.0,18.0,
198,3985115.0,"Соки, воды, пиво",7.0,6.0,25.5,12.0
199,3385116.0,Молочная гастрономия,10.0,3.0,7.5,
200,2106717.0,Сопутствующие товары (Food),7.5,3.5,22.0,
201,3485110.0,Кондитерские изделия (Food),16.0,6.5,16.0,
202,4362750.0,Молочная гастрономия,9.2,6.6,5.6,8.0
203,4112149.0,Замороженные продукты,16.5,2.7,16.5,
204,4164842.0,Корма для животных,9.5,1.0,14.0,
205,2112340.0,Сопутствующие товары (Food),9.0,9.0,9.0,
206,3446188.0,Молочная гастрономия,13.0,5.0,23.0,
207,53480.0,Овощи - Фрукты,20.0,20.0,20.0,5.07
208,4169790.0,Сопутствующие товары (Food),8.5,8.5,25.0,
209,3503784.0,Бакалея (Food),8.0,5.0,13.0,12.0
210,25627.0,"Хлеб, хлебобулочные изделия (Food)",8.0,8.0,12.5,
211,4052731.0,Кондитерские изделия (Food),8.5,8.5,8.0,
212,4049228.0,Детское питание (Food),7.0,17.0,22.0,
213,4165796.0,Кондитерские изделия (Food),5.5,3.0,18.0,
214,3634721.0,Сопутствующие товары (Food),8.5,8.5,12.0,
215,3368235.0,Бакалея (Food),15.0,7.5,15.0,36.0
216,3659144.0,Бакалея (Food),22.5,1.0,22.5,
217,4123316.0,Сопутствующие товары (Food),6.5,9.0,29.0,
218,4116136.0,Кондитерские изделия (Food),13.7,5.5,7.0,
219,3355289.0,Детское питание (Food),6.3,4.5,8.4,
220,4025076.0,Кондитерские изделия (Food),6.9,1.2,2.0,
221,3367417.0,Мясо и мясные изделия,19.0,15.0,8.0,
222,4003803.0,Бакалея (Food),9.0,6.0,13.0,8.0
223,4216530.0,Замороженные продукты,30.0,24.0,4.0,
224,3362228.0,Сопутствующие товары (Food),8.0,8.0,25.0,15.0
225,4004174.0,Сопутствующие товары (Food),7.5,4.5,20.5,
226,4330026.0,Кондитерские изделия (Food),14.0,6.0,20.0,12.0
227,2141879.0,Бакалея (Food),7.5,7.0,14.5,6.0
228,4331757.0,Бакалея (Food),12.0,2.0,16.0,
229,4314510.0,Молочная гастрономия,6.0,9.0,30.0,
230,3335310.0,"Соки, воды, пиво",9.3,6.0,20.7,12.0
231,4060326.0,Молочная гастрономия,9.0,9.0,25.0,
232,3641028.0,Замороженные продукты,25.0,40.0,15.0,
233,4307127.0,Молочная гастрономия,6.0,6.0,18.6,
234,3418107.0,Сопутствующие товары (Food),16.7,9.5,14.4,
235,4323893.0,Бытовая техника,9.5,9.5,11.4,
236,4282267.0,Детские товары (Food),5.0,4.0,15.0,12.0
237,3194302.0,Молочная гастрономия,9.3,6.6,5.0,8.0
238,3692540.0,Бакалея (Food),6.6,6.6,10.2,
239,4347204.0,Птица и изделия из птицы,16.0,4.0,20.5,4.0
240,3667779.0,Детское питание (Food),9.0,1.1,13.5,10.0
241,3638467.0,Бакалея (Food),7.5,7.5,9.5,
242,4328596.0,Кондитерские изделия (Food),15.0,13.0,7.5,
243,4012145.0,Бакалея (Food),6.8,14.3,7.8,6.0
244,4312190.0,Сопутствующие товары (Food),9.3,5.3,29.0,
245,4069506.0,Молочная гастрономия,7.1,7.2,20.5,
246,3953590.0,Овощи - Фрукты,54.0,78.0,20.0,25.0
247,4300453.0,Детское питание (Food),6.2,6.2,9.2,6.0
248,78004335.0,Молочная гастрономия,11.0,4.0,6.0,3.0
249,78004336.0,Молочная гастрономия,7.0,3.0,11.0,
250,4279631.0,Замороженные продукты,18.3,4.5,12.7,
251,3398810.0,Мясная гастрономия,18.0,8.0,22.0,
252,4345401.0,Диабетическое питание,9.0,3.7,16.0,
253,3986841.0,Молочная гастрономия,7.0,3.5,20.0,
254,4324798.0,Диабетическое питание,3.5,14.5,1.0,
255,3667007.0,Товары для дома,6.0,6.0,11.2,
256,4379281.0,Сопутствующие товары (Food),17.3,5.9,20.4,
257,4324081.0,ФК Кулинария и салаты,13.7,18.7,4.5,
258,4230210.0,Кондитерские изделия (Food),16.0,1.5,19.0,
259,4243029.0,Диабетическое питание,13.0,2.5,10.0,
260,4351305.0,Сопутствующие товары (Food),7.0,2.5,12.7,
261,4300089.0,Детское питание (Fresh),8.4,3.5,7.5,11.0
262,4156454.0,Молочная гастрономия,36.0,6.5,6.5,5.0
263,4282859.0,Бакалея (Food),10.5,5.5,18.5,
264,4299096.0,Кондитерские изделия (Food),12.0,1.0,17.5,
265,3387627.0,Мясо и мясные изделия,14.4,19.7,5.5,4.0
266,3281142.0,Кондитерские изделия (Food),14.0,6.0,19.0,
267,4230925.0,Детское питание (Food),4.8,13.0,18.0,
268,2168210.0,Бакалея (Food),26.0,7.5,11.0,
269,4340472.0,Молочная гастрономия,9.2,7.0,5.3,
270,3659146.0,Сопутствующие товары (Food),10.6,8.2,19.6,
271,4052023.0,Кондитерские изделия (Food),10.0,6.5,15.5,
272,4099822.0,Бакалея (Food),7.7,7.7,15.6,
273,4307122.0,Молочная гастрономия,6.0,6.0,18.6,
274,4341263.0,Детское питание (Fresh),8.7,2.0,17.1,
275,4305861.0,Бакалея (Food),13.8,4.0,21.0,
276,2250692.0,Овощи - Фрукты,12.0,5.0,20.0,8.0
277,4037662.0,Бакалея (Food),13.8,6.2,18.0,
278,3274484.0,Детское питание (Food),15.1,15.1,33.9,2.0
279,4054115.0,Детское питание (Food),5.5,5.5,14.5,
280,4064566.0,Мясная гастрономия,13.7,23.1,1.5,
281,3389350.0,Сопутствующие товары (Food),21.3,3.6,8.8,12.0
282,4140827.0,Рыбная гастрономия,9.0,7.0,7.0,
283,81815.0,Сопутствующие товары (Food),4.0,2.0,23.0,
284,4265464.0,Бакалея (Food),3.0,3.0,16.0,
285,3033317.0,Мясная гастрономия,6.0,13.5,11.0,
286,3657879.0,Кондитерские изделия (Food),17.2,3.4,17.2,8.0
287,4289219.0,Молочная гастрономия,8.3,11.8,3.4,
288,3943982.0,"Соки, воды, пиво",8.5,8.5,32.5,6.0
289,4257263.0,Товары для дома,10.8,16.0,7.5,
290,4089445.0,Бытовая техника,8.5,0.5,12.0,
291,4099631.0,Корма для животных,14.0,6.0,22.0,
292,4219870.0,"Соки, воды, пиво",8.5,8.5,31.5,
293,4123261.0,Мясо и мясные изделия,14.4,19.0,5.0,
294,4356444.0,Сопутствующие товары (Food),17.5,4.0,6.0,
295,4197323.0,Сопутствующие товары (Food),7.0,4.0,16.0,
296,4265823.0,Замороженные продукты,19.5,39.5,14.7,
297,3428540.0,Бакалея (Food),11.0,8.5,13.5,
298,4268617.0,Диабетическое питание,7.5,7.5,10.5,
299,3141246.0,"Соки, воды, пиво",10.0,10.0,35.0,6.0
300,3643450.0,Овощи - Фрукты,20.0,20.0,20.0,5.27
301,2128449.0,Замороженные продукты,21.0,19.0,4.0,
302,4308550.0,Бакалея (Food),14.0,3.0,23.0,
303,3507133.0,Бакалея (Food),8.5,8.5,5.6,
304,3426218.0,Сопутствующие товары (Food),8.4,4.4,21.7,
305,4029240.0,Молочная гастрономия,11.0,2.5,15.0,6.0
306,4286882.0,Сопутствующие товары (Food),4.9,4.9,15.1,
307,4317584.0,"Готовая кулинария, салаты",10.9,14.7,4.2,
308,4281290.0,Детские товары (Food),22.5,12.5,29.5,2.0
309,3368253.0,Овощи - Фрукты,14.0,21.0,4.0,
310,3428977.0,Бакалея (Food),12.0,7.0,21.0,
311,3368500.0,Бакалея (Food),11.0,1.0,14.0,28.0
312,4145324.0,Бакалея (Food),9.0,5.4,15.4,
313,4056717.0,Бакалея (Food),8.0,7.0,11.0,
314,4045551.0,Молочная гастрономия,20.0,29.8,5.5,
315,3181086.0,Кондитерские изделия (Food),25.1,3.5,19.1,
316,4178296.0,Бакалея (Food),5.9,5.9,16.5,
317,4359013.0,"Хлеб, хлебобулочные изделия (Food)",8.0,17.0,4.0,
318,3506750.0,Бакалея (Food),8.5,8.0,13.5,
319,4317477.0,Сопутствующие товары (Food),4.5,4.5,22.0,
320,3392826.0,Сопутствующие товары (Food),17.7,2.5,21.0,
321,20259.0,Замороженные продукты,17.0,18.0,3.0,
322,3390152.0,Мясная гастрономия,18.0,4.0,17.0,
323,4174006.0,Детское питание (Food),6.4,4.5,8.4,10.0
324,4103236.0,Мясная гастрономия,13.0,5.0,15.0,
325,3934851.0,Молочная гастрономия,24.5,10.5,7.5,20.0
326,55659.0,Корма для животных,20.0,9.0,30.0,3.0
327,3972183.0,Сопутствующие товары (Food),7.1,6.1,7.0,
328,4308479.0,"Соки, воды, пиво",8.0,8.0,34.5,
329,3622920.0,Кондитерские изделия (Food),28.5,3.2,9.5,
330,4122812.0,Бакалея (Food),6.5,4.5,14.0,
331,4357768.0,Кондитерские изделия (Food),8.0,1.2,15.6,
332,25156.0,Сопутствующие товары (Food),3.8,4.6,19.0,12.0
333,4308790.0,Молочная гастрономия,7.4,7.0,21.1,12.0
334,4236626.0,"Соки, воды, пиво",6.5,6.5,17.0,
335,3639260.0,Сопутствующие товары (Food),12.0,3.0,19.0,
336,4292845.0,Бакалея (Food),9.0,9.0,12.0,
337,4327613.0,Сопутствующие товары (Food),9.4,14.4,21.9,
338,20850.0,"Соки, воды, пиво",8.1,8.1,31.0,
339,2095906.0,Бакалея (Food),16.0,7.0,8.0,10.0
340,4232581.0,Молочная гастрономия,4.5,10.0,9.5,
341,4297278.0,Корма для животных,19.5,10.0,25.5,
342,4286089.0,Диабетическое питание,13.5,5.5,2.0,
343,4052489.0,"Соки, воды, пиво",6.35,6.35,16.8,
344,4089669.0,Замороженные продукты,21.0,18.0,4.0,
345,3661111.0,Молочная гастрономия,14.0,2.0,21.0,
346,3623584.0,Птица и изделия из птицы,14.4,19.0,5.0,
347,4272355.0,Диабетическое питание,4.0,1.5,14.4,
348,3335541.0,"Соки, воды, пиво",7.0,6.0,25.5,
349,4092588.0,Замороженные продукты,22.0,25.0,2.0,
350,3472044.0,Рыбная гастрономия,11.5,5.0,11.5,4.0
351,3638148.0,Бакалея (Food),2.0,14.0,25.0,
352,3982581.0,Бакалея (Food),8.0,5.0,15.5,8.0
353,4312675.0,Бакалея (Food),7.5,7.5,3.0,
354,4084190.0,Бакалея (Food),3.3,7.9,15.5,
355,3959218.0,Птица и изделия из птицы,15.0,22.5,4.4,
356,4296255.0,Сопутствующие товары (Food),3.5,3.5,16.0,
357,4224327.0,Сопутствующие товары (Food),4.5,4.5,21.8,12.0
358,4144265.0,Бакалея (Food),8.0,15.0,18.0,
359,3210545.0,Кондитерские изделия (Food),17.0,3.5,19.0,10.0
360,4227732.0,Бакалея (Food),6.9,6.9,11.2,
361,4237066.0,Молочная гастрономия,7.0,7.0,14.5,
362,4123190.0,Молочная гастрономия,5.0,5.0,15.0,
363,3680624.0,Кондитерские изделия (Food),20.0,5.0,20.0,8.0
364,4045174.0,Рыбная гастрономия,13.0,6.5,42.0,6.0
365,4109507.0,Кондитерские изделия (Food),7.0,0.85,14.9,
366,3629993.0,"Соки, воды, пиво",5.0,3.6,12.0,27.0
367,4243234.0,Кондитерские изделия (Food),26.0,3.5,11.5,
368,4259735.0,Корма для животных,26.0,42.0,13.5,
369,98113.0,Кондитерские изделия (Food),13.5,4.0,19.5,
370,4179323.0,Бакалея (Food),9.0,4.5,17.5,
371,3607404.0,Кондитерские изделия (Food),23.0,3.8,9.0,11.0
372,3490712.0,Молочная гастрономия,7.6,7.6,17.5,
373,4138469.0,Кондитерские изделия (Food),15.0,3.5,16.0,
374,4317768.0,Бакалея (Food),7.0,7.0,22.0,
375,4252652.0,Молочная гастрономия,6.3,10.8,29.0,
376,2069786.0,Детское питание (Food),7.2,4.9,15.8,12.0
377,4112691.0,Кондитерские изделия (Food),16.0,3.0,16.5,
378,4242387.0,Бакалея (Food),14.0,6.0,19.0,
379,3460816.0,Бакалея (Food),11.5,5.0,21.5,
380,3636155.0,Мясная гастрономия,11.5,13.5,5.5,
381,4364500.0,Молочная гастрономия,5.0,5.0,17.5,6.0
382,4389946.0,Кондитерские изделия (Food),1.5,3.0,9.5,24.0
383,4250636.0,Птица и изделия из птицы,17.4,21.0,10.0,
384,3376015.0,Кондитерские изделия (Food),13.5,8.5,18.5,
385,3626346.0,"Соки, воды, пиво",8.0,8.0,28.0,12.0
386,3432113.0,Рыбная гастрономия,14.2,2.0,9.8,
387,4272723.0,Бакалея (Food),7.4,7.4,3.1,
388,4291558.0,Сопутствующие товары (Food),5.2,5.2,24.8,
389,3468730.0,"Соки, воды, пиво",6.5,6.5,23.4,
390,4279871.0,Бакалея (Food),11.0,4.5,18.5,
391,3498485.0,Бакалея (Food),9.5,5.5,17.0,
392,4322216.0,Кондитерские изделия (Food),18.0,5.5,27.5,
393,4305966.0,Сопутствующие товары (Food),5.0,5.0,20.0,
394,4158452.0,"Готовая кулинария, салаты",16.0,16.0,4.0,
395,4155916.0,Молочная гастрономия,10.0,10.0,4.81,
396,3460892.0,Мясная гастрономия,10.0,15.0,1.0,
397,3953743.0,Замороженные продукты,16.5,3.0,21.0,
398,4095293.0,Кондитерские изделия (Food),24.6,39.6,3.65,
399,3289515.0,"Хлеб, хлебобулочные изделия (Food)",12.0,5.0,20.0,10.0
400,3438133.0,Бакалея (Food),11.0,5.0,20.0,9.0
401,4201042.0,Сопутствующие товары (Food),6.0,6.0,14.4,
402,4305783.0,Бакалея (Food),5.5,5.5,21.0,6.0
403,4085866.0,Рыбная гастрономия,16.0,48.0,4.5,
404,4061658.0,Бакалея (Food),10.0,13.5,10.0,
405,4166690.0,Товары для животных,26.5,40.0,5.5,
406,4312752.0,Молочная гастрономия,9.5,9.5,6.6,
407,3505552.0,Кондитерские изделия (Food),19.0,6.0,19.0,
408,4095712.0,Детское питание (Food),3.25,12.0,18.0,
409,3681961.0,Сопутствующие товары (Food),19.0,4.0,4.5,
410,3433426.0,Молочная гастрономия,7.28,7.28,23.9,
411,4137660.0,Корма для животных,25.0,9.0,29.0,
412,4103464.0,Сопутствующие товары (Food),26.0,13.0,27.5,
413,4243468.0,Сопутствующие товары (Food),22.0,7.0,30.0,6.0
414,3231328.0,Бакалея (Food),14.0,9.0,23.0,12.0
415,4287769.0,Молочная гастрономия,4.5,4.5,11.0,
416,3422404.0,Бакалея (Food),9.5,6.7,14.0,
417,4069901.0,Кондитерские изделия (Food),7.3,7.3,23.4,
418,3977407.0,"Соки, воды, пиво",7.0,7.0,30.0,12.0
419,3671114.0,Сопутствующие товары (Food),4.5,4.5,16.7,
420,4112078.0,Сопутствующие товары (Food),10.0,5.5,26.2,6.0
421,3177188.0,Сопутствующие товары (Food),12.5,5.0,12.5,
422,3647433.0,Мясо и мясные изделия,19.0,6.0,15.0,
423,3674575.0,Бакалея (Food),13.0,2.0,16.0,12.0
424,3138354.0,Детские товары (Food),4.5,4.5,15.0,18.0
425,3930642.0,"Соки, воды, пиво",9.5,9.5,25.0,
