,plu_id,plu_hierarchy_lvl_2_desc,plu_width_amt,plu_depth_amt,plu_height_amt,Квант
8934,4245114.0,"Готовая кулинария, салаты",13.7,3.9,18.7,
8935,4275901.0,Бакалея (Food),9.5,9.3,16.0,
8936,2167934.0,Замороженные продукты,20.5,16.5,4.0,
8937,4362911.0,Бакалея (Food),10.0,10.0,11.0,
8938,4086877.0,Молочная гастрономия,11.5,3.5,11.5,
8939,4062968.0,Молочная гастрономия,7.5,2.6,11.0,
8940,4102213.0,Мясная гастрономия,11.5,11.5,4.5,
8941,3438768.0,Кондитерские изделия (Food),28.5,3.5,14.0,
8942,3613676.0,Бакалея (Food),10.0,7.0,17.0,10.0
8943,2126677.0,Кондитерские изделия (Food),20.0,5.0,8.0,15.0
8944,4349217.0,"Соки, воды, пиво",5.7,5.7,18.8,
8945,3307803.0,Замороженные продукты,7.0,19.0,2.5,20.0
8946,4307847.0,"Соки, воды, пиво",5.5,5.5,18.0,
8947,3379713.0,Мясная гастрономия,13.0,1.0,25.0,10.0
8948,3472062.0,Молочная гастрономия,11.0,3.0,3.0,
8949,4046138.0,Бакалея (Food),9.0,5.5,12.0,
8950,4229729.0,Мясная гастрономия,11.0,0.5,16.0,12.0
8951,2158543.0,Бакалея (Food),7.0,7.0,27.0,
8952,4360931.0,Замороженные продукты,18.7,13.7,3.6,
8953,4200708.0,Молочная гастрономия,9.2,6.6,5.3,
8954,3690389.0,Кондитерские изделия (Food),25.6,40.0,15.0,6.0
8955,4169690.0,Детское питание (Food),8.1,1.0,8.4,10.0
8956,4328459.0,Кондитерские изделия (Fresh),8.8,8.8,8.0,
8957,4001466.0,Детское питание (Food),5.0,3.8,12.0,15.0
8958,3498026.0,"Соки, воды, пиво",11.7,7.7,25.5,6.0
8959,4221462.0,Бытовая техника,1.7,7.4,15.6,
8960,67513.0,Овощи - Фрукты,20.0,20.0,20.0,8.0
8961,3908008.0,Кондитерские изделия (Food),27.0,40.0,20.0,
8962,3463866.0,Сопутствующие товары (Food),6.5,6.5,19.3,16.0
8963,2000635.0,Мясная гастрономия,13.0,11.0,3.0,
8964,2093561.0,Молочная гастрономия,15.0,7.0,23.5,
8965,4123411.0,Бакалея (Food),4.5,4.5,16.5,
8966,28396.0,Овощи - Фрукты,20.0,20.0,20.0,5.5
8967,3674168.0,Бакалея (Food),13.0,4.7,20.0,
8968,3424762.0,Бакалея (Food),13.0,4.0,20.5,
8969,4156305.0,Корма для животных,9.3,1.5,14.0,
8970,4284849.0,Замороженные продукты,6.0,21.5,3.0,30.0
8971,27290.0,Детское питание (Fresh),6.4,4.1,8.6,
8972,3685856.0,"Готовая кулинария, салаты",13.7,18.7,3.7,6.0
8973,4045136.0,Бакалея (Food),7.5,7.5,9.5,8.0
8974,3495898.0,Детские товары (Food),4.2,1.8,22.6,
8975,4359351.0,Замороженные продукты,18.7,13.7,3.6,
8976,4174673.0,Молочная гастрономия,7.0,7.0,20.5,
8977,4262564.0,Бакалея (Food),7.0,7.0,12.5,
8978,4252235.0,Молочная гастрономия,10.5,3.5,3.5,
8979,4288192.0,Кондитерские изделия (Food),5.8,1.5,10.5,
8980,4281291.0,Детские товары (Food),23.5,12.5,28.0,2.0
8981,4336608.0,Бакалея (Food),6.7,6.7,19.0,
8982,4172099.0,Бакалея (Food),9.0,9.0,13.67,
8983,4341055.0,Диабетическое питание,4.7,13.4,1.5,
8984,4192519.0,"Хлеб, хлебобулочные изделия (Food)",13.7,18.7,3.6,
8985,4174080.0,"Хлеб, хлебобулочные изделия (Food)",9.2,5.7,16.0,
8986,3326211.0,Сопутствующие товары (Food),7.5,4.5,24.0,
8987,71029.0,Овощи - Фрукты,9.0,5.0,22.0,5.0
8988,4200743.0,Замороженные продукты,6.5,2.0,16.0,
8989,4371912.0,Кондитерские изделия (Food),32.0,3.9,11.0,
8990,4347140.0,Сопутствующие товары (Food),4.8,4.8,21.0,
8991,3643605.0,Сопутствующие товары (Food),9.0,21.0,30.0,
8992,4364708.0,Молочная гастрономия,4.4,4.4,10.5,8.0
8993,3650662.0,"Соки, воды, пиво",7.0,8.5,26.0,
8994,4225978.0,Молочная гастрономия,7.2,7.2,10.2,
8995,4271452.0,Молочная гастрономия,10.0,10.0,7.0,
8996,4257818.0,Сопутствующие товары (Food),10.2,5.4,24.5,
8997,4339323.0,"Соки, воды, пиво",6.3,6.3,16.8,
8998,3054047.0,Бакалея (Food),5.0,9.0,19.0,
8999,94430.0,Бакалея (Food),16.0,4.0,22.0,
9000,4189224.0,Сопутствующие товары (Food),11.5,6.5,15.5,
9001,4309944.0,Молочная гастрономия,8.5,8.5,22.5,
9002,4125039.0,Кондитерские изделия (Food),10.5,4.0,17.0,
9003,4049810.0,Молочная гастрономия,9.0,3.0,11.0,
9004,4168639.0,Мясо и мясные изделия,13.7,18.7,4.3,
9005,4276588.0,Замороженные продукты,11.7,11.7,14.5,
9006,4149865.0,Бакалея (Food),3.0,12.5,20.5,
9007,4005030.0,Детское питание (Food),5.8,5.8,12.9,
9008,4198166.0,Корма для животных,9.1,1.6,14.0,28.0
9009,4218738.0,Детское питание (Fresh),5.4,4.0,11.0,
9010,4095372.0,Молочная гастрономия,6.0,7.0,24.0,
9011,3985042.0,Замороженные продукты,20.0,34.5,6.0,
9012,3966329.0,Сопутствующие товары (Food),19.0,4.0,4.5,
9013,4312336.0,Бакалея (Food),7.0,7.0,7.5,
9014,4153485.0,Замороженные продукты,4.8,17.0,4.8,
9015,4226990.0,Кондитерские изделия (Food),18.0,3.0,18.2,
9016,4254792.0,Молочная гастрономия,7.0,7.0,21.0,
9017,4289095.0,Бакалея (Food),8.5,8.5,5.2,
9018,4091158.0,Товары для животных,52.0,6.0,1.0,
9019,4329299.0,Бакалея (Food),7.5,0.5,10.7,60.0
9020,3909074.0,Детское питание (Food),14.4,4.2,19.5,
9021,5185.0,Бытовая техника,8.0,3.0,11.5,
9022,4077360.0,"Хлеб, хлебобулочные изделия (Food)",15.5,15.5,20.5,
9023,4191363.0,"Готовая кулинария, салаты",9.2,14.2,3.8,
9024,3942569.0,Мясная гастрономия,8.5,3.0,30.0,
9025,3603170.0,Бакалея (Food),12.8,4.0,19.0,
9026,4362608.0,Молочная гастрономия,37.5,12.5,50.0,2.0
9027,3670904.0,Диабетическое питание,18.0,3.0,19.0,
9028,4169183.0,Мясная гастрономия,20.0,5.5,5.5,10.0
9029,2172628.0,Сопутствующие товары (Food),19.0,4.0,4.5,12.0
9030,4255755.0,"Соки, воды, пиво",8.4,8.4,27.2,
9031,3682239.0,"Хлеб, хлебобулочные изделия (Food)",5.0,11.5,7.5,2.0
9032,3659480.0,Бакалея (Food),8.2,10.0,10.5,
9033,4275398.0,Бакалея (Food),6.5,0.5,9.3,
9034,3624700.0,"Хлеб, хлебобулочные изделия (Food)",13.5,6.0,18.5,
9035,3503336.0,"Готовая кулинария, салаты",15.0,15.0,4.5,
9036,2160076.0,Птица и изделия из птицы,15.0,6.0,22.5,
9037,4071297.0,Замороженные продукты,13.9,19.0,4.0,
9038,3670825.0,Мясная гастрономия,9.5,8.5,4.7,
9039,3978954.0,Молочная гастрономия,10.0,3.0,10.0,
9040,4047904.0,Овощи - Фрукты,12.0,12.0,7.0,
9041,4142664.0,Молочная гастрономия,5.1,5.1,17.5,6.0
9042,3343169.0,Кондитерские изделия (Food),20.0,5.0,6.5,24.0
9043,4104200.0,"Соки, воды, пиво",17.8,26.6,33.0,
9044,4131221.0,Сопутствующие товары (Food),6.8,3.5,19.7,
9045,3693519.0,Замороженные продукты,25.0,25.0,3.0,
9046,4329956.0,Кондитерские изделия (Food),7.0,0.8,14.9,21.0
9047,50818.0,Овощи - Фрукты,20.0,20.0,20.0,
9048,4243906.0,Молочная гастрономия,10.0,7.0,15.0,
9049,4024735.0,Бакалея (Food),15.2,6.1,16.7,
9050,3423621.0,Кондитерские изделия (Food),14.7,5.0,23.0,
9051,3671772.0,Овощи - Фрукты,10.0,11.0,10.0,
9052,4155921.0,Молочная гастрономия,9.5,9.5,4.8,
9053,4131034.0,Молочная гастрономия,12.5,19.5,1.5,
9054,3503584.0,Молочная гастрономия,12.8,4.0,9.0,
9055,3470271.0,"Соки, воды, пиво",7.3,7.3,19.6,
9056,4318361.0,Птица и изделия из птицы,16.6,23.8,7.5,4.8
9057,3682463.0,Сопутствующие товары (Food),7.4,5.3,21.9,
9058,3386238.0,Кондитерские изделия (Food),11.3,1.3,9.4,
9059,88778.0,Бакалея (Food),11.0,1.0,14.0,
9060,4114351.0,Кондитерские изделия (Food),11.3,1.41,9.3,
9061,3629982.0,Сопутствующие товары (Food),13.5,8.0,27.5,
9062,4310452.0,Замороженные продукты,6.0,15.0,4.0,36.0
9063,4249286.0,Молочная гастрономия,7.5,14.0,3.0,
9064,3440044.0,Сопутствующие товары (Food),9.8,6.0,24.3,6.0
9065,3963627.0,Сопутствующие товары (Food),17.5,4.5,4.5,18.0
9066,4296879.0,"Хлеб, хлебобулочные изделия (Food)",20.0,3.5,25.0,
9067,4299882.0,Кондитерские изделия (Food),12.0,1.0,17.5,
9068,58049.0,"Соки, воды, пиво",8.1,7.3,24.3,12.0
9069,4062087.0,Молочная гастрономия,10.1,7.5,2.6,
9070,3426328.0,Бакалея (Food),9.5,9.5,5.7,
9071,3500606.0,Сопутствующие товары (Food),11.0,4.5,27.5,
9072,3386335.0,Кондитерские изделия (Food),12.0,2.0,6.0,32.0
9073,4340721.0,Бакалея (Food),7.3,7.3,3.2,
9074,3434086.0,Молочная гастрономия,12.4,7.3,4.8,12.0
9075,3604600.0,Молочная гастрономия,11.0,3.0,14.0,
9076,4331355.0,Кондитерские изделия (Food),7.0,5.0,14.0,
9077,3452758.0,Детское питание (Fresh),4.8,4.0,12.0,6.0
9078,4297530.0,"Готовая кулинария, салаты",8.1,8.1,22.3,
9079,4354149.0,Кондитерские изделия (Food),13.7,3.6,18.7,
9080,3605522.0,Бакалея (Food),12.0,4.0,12.0,
9081,4059535.0,Бакалея (Food),6.5,6.5,7.0,
9082,2097899.0,Сопутствующие товары (Food),5.4,3.0,11.3,
9083,3694899.0,Бакалея (Food),6.0,9.0,16.6,6.0
9084,4275056.0,Бакалея (Food),6.5,0.4,9.5,
9085,4311823.0,Бакалея (Food),7.0,2.0,16.5,
9086,4344248.0,Сопутствующие товары (Food),16.0,6.0,26.0,
9087,4202871.0,Корма для животных,20.0,6.5,25.0,8.0
9088,5531.0,Сопутствующие товары (Food),6.5,4.1,16.5,6.0
9089,4273445.0,Замороженные продукты,30.0,24.0,4.0,
9090,4358047.0,Птица и изделия из птицы,14.4,19.0,5.0,
9091,4240742.0,Кондитерские изделия (Food),19.0,28.0,8.5,
9092,4352561.0,"Соки, воды, пиво",6.0,7.0,24.0,6.0
9093,4289636.0,Мясная гастрономия,6.0,15.6,6.0,
9094,4156280.0,Сопутствующие товары (Food),4.7,6.6,13.5,
9095,4350088.0,Товары для праздника,15.0,15.0,20.0,
9096,3418858.0,Сопутствующие товары (Food),6.0,6.0,22.8,
9097,45903.0,Молочная гастрономия,12.6,8.3,7.3,
9098,4215037.0,Бакалея (Food),7.0,12.0,22.0,
9099,3617730.0,Кондитерские изделия (Food),11.5,0.8,14.6,
9100,4216347.0,Товары для дома,15.0,100.0,0.8,
9101,4157531.0,Детское питание (Food),4.8,3.8,12.2,27.0
9102,4079011.0,Товары для животных,5.0,5.0,17.5,
9103,4201698.0,Замороженные продукты,31.0,24.0,4.2,
9104,3191300.0,Птица и изделия из птицы,15.0,22.5,4.0,5.0
9105,3488346.0,Кондитерские изделия (Food),12.6,9.0,14.0,
9106,4293105.0,Кондитерские изделия (Food),3.0,12.5,2.5,
9107,4312322.0,Бакалея (Food),8.8,8.8,10.5,
9108,4129968.0,Молочная гастрономия,7.5,7.5,6.5,20.0
9109,4271551.0,Кондитерские изделия (Fresh),13.4,5.3,21.0,4.0
9110,2173652.0,Рыбная гастрономия,7.5,7.5,4.0,
9111,3991887.0,Бакалея (Food),15.0,5.5,18.0,12.0
9112,3275681.0,Молочная гастрономия,7.4,7.4,7.9,
9113,4125654.0,Бакалея (Food),15.5,5.0,21.0,
9114,4263523.0,Бакалея (Food),8.0,6.0,20.0,
9115,4353880.0,Кондитерские изделия (Food),6.8,0.9,14.4,
9116,4372224.0,Сопутствующие товары (Food),8.0,4.2,21.7,6.0
9117,4324079.0,"Готовая кулинария, салаты",13.7,18.7,4.5,
9118,3955495.0,Сопутствующие товары (Food),4.5,4.5,11.3,
9119,3474282.0,Корма для животных,17.5,6.8,26.0,
9120,3370312.0,Бакалея (Food),17.5,4.0,25.0,12.0
9121,3633799.0,Бакалея (Food),13.0,4.5,21.0,
9122,3498889.0,Бакалея (Food),14.2,4.6,21.9,
9123,4283930.0,Бакалея (Food),15.0,5.0,18.0,
9124,3949561.0,Сопутствующие товары (Food),23.0,42.8,11.5,
9125,4204893.0,Бакалея (Food),8.4,7.5,10.5,6.0
9126,4171747.0,Птица и изделия из птицы,6.4,40.5,4.0,
9127,2059760.0,Кондитерские изделия (Food),13.9,5.0,19.0,
9128,3148323.0,Замороженные продукты,19.0,13.6,2.5,
9129,4372308.0,Сопутствующие товары (Food),9.0,6.0,9.0,14.0
9130,4319885.0,Сопутствующие товары (Food),4.3,4.3,14.0,
9131,4172346.0,Молочная гастрономия,10.0,10.0,7.0,
9132,3446529.0,Молочная гастрономия,8.6,4.0,20.8,
9133,4113497.0,Молочная гастрономия,12.1,5.1,12.1,
9134,3663858.0,Детское питание (Food),5.7,5.7,19.7,6.0
9135,4282323.0,Кондитерские изделия (Food),24.0,36.0,14.0,
9136,3262635.0,Сопутствующие товары (Food),8.7,2.0,15.5,
9137,4253743.0,Молочная гастрономия,11.5,4.5,11.5,
9138,2080838.0,Кондитерские изделия (Food),15.0,5.0,19.0,
9139,4223029.0,Корма для животных,9.5,1.0,14.0,
9140,4313641.0,Мясная гастрономия,9.0,3.5,14.0,6.0
9141,4355139.0,"Готовая кулинария, салаты",14.2,14.2,5.3,2.0
9142,4325079.0,Сопутствующие товары (Food),7.3,4.1,16.9,
9143,3358404.0,Бакалея (Food),15.0,6.0,20.0,
9144,4212877.0,Детское питание (Food),5.5,5.5,5.6,
9145,4100921.0,Корма для животных,12.5,1.0,20.0,
9146,4191679.0,Мясная гастрономия,13.0,25.0,1.0,
9147,4072445.0,Детское питание (Food),7.5,7.5,16.0,
9148,57575.0,Диабетическое питание,6.5,6.5,9.0,
9149,3981699.0,Сопутствующие товары (Food),9.3,4.6,21.7,
9150,4168788.0,"Готовая кулинария, салаты",6.0,6.0,18.0,6.0
9151,3504456.0,Бакалея (Food),10.0,10.0,2.5,
9152,4151861.0,Бакалея (Food),15.0,6.5,19.0,
9153,3502293.0,"Соки, воды, пиво",6.4,6.4,16.8,24.0
9154,3689970.0,Диабетическое питание,7.5,7.5,15.0,
9155,3970108.0,Товары для дома,7.5,7.5,11.3,40.0
9156,3506339.0,Сопутствующие товары (Food),5.5,4.2,17.7,
9157,35541.0,Замороженные продукты,24.0,20.0,4.0,16.0
9158,3170296.0,Кондитерские изделия (Food),13.5,3.5,18.0,
9159,4089622.0,Бакалея (Food),13.0,1.0,15.0,
9160,55931.0,Сопутствующие товары (Food),7.1,3.5,17.4,
9161,4125699.0,Бакалея (Food),10.0,10.0,15.0,12.0
9162,3425606.0,Овощи - Фрукты,35.0,50.0,20.0,
9163,3621529.0,Диабетическое питание,14.5,2.0,4.5,
9164,3337886.0,Мясо и мясные изделия,19.0,8.0,15.0,
9165,4101561.0,Сопутствующие товары (Food),5.4,5.4,8.4,
9166,4334720.0,Мясная гастрономия,14.0,25.0,1.0,
9167,4254426.0,"Соки, воды, пиво",7.5,7.5,31.5,
9168,4345135.0,Кондитерские изделия (Food),18.7,19.4,7.7,
9169,4095986.0,Бакалея (Food),6.7,6.7,10.0,
9170,4080489.0,Сопутствующие товары (Food),16.0,6.0,24.5,12.0
9171,4330463.0,Кондитерские изделия (Food),4.0,14.5,2.0,
9172,3129012.0,Молочная гастрономия,5.4,3.9,10.6,15.0
9173,4289315.0,Молочная гастрономия,7.5,7.5,25.6,
9174,4051422.0,Бакалея (Food),7.4,6.5,12.9,
9175,4117862.0,Овощи - Фрукты,13.1,18.4,6.4,4.0
9176,4095355.0,Молочная гастрономия,7.7,7.3,24.5,
9177,3612839.0,Молочная гастрономия,10.5,3.5,3.5,
9178,4322838.0,Мясо и мясные изделия,14.4,19.0,5.5,
9179,4045371.0,Детское питание (Food),7.5,3.8,15.4,12.0
9180,4170977.0,Овощи - Фрукты,8.0,10.0,14.0,
9181,4316740.0,"Готовая кулинария, салаты",10.9,14.7,4.3,2.0
9182,4200692.0,Кондитерские изделия (Food),29.0,38.0,13.0,
9183,4279828.0,Бакалея (Food),10.0,5.0,20.5,
9184,3474679.0,Мясо и мясные изделия,18.0,15.0,6.0,
9185,4382001.0,Товары для дома,20.0,30.0,8.5,
9186,4037657.0,Бакалея (Food),13.8,5.3,18.0,
9187,4245439.0,Сопутствующие товары (Food),7.4,7.4,8.2,
9188,3970015.0,Бакалея (Food),11.0,6.0,22.0,
9189,4348251.0,Замороженные продукты,9.5,20.0,2.4,
9190,4231227.0,Бакалея (Food),7.9,7.1,10.8,
9191,4123523.0,Овощи - Фрукты,17.0,13.0,13.0,8.0
9192,4128107.0,Молочная гастрономия,7.3,10.0,2.3,
9193,4093198.0,Сопутствующие товары (Food),8.3,5.3,17.8,
9194,3972650.0,Мясная гастрономия,14.0,25.0,0.5,
9195,4202991.0,Корма для животных,9.3,1.5,14.0,
9196,4236322.0,Мясная гастрономия,13.9,2.2,23.0,
9197,4290202.0,Молочная гастрономия,5.0,12.8,2.5,
9198,4384718.0,Кондитерские изделия (Food),25.0,38.2,20.5,2.8
9199,3432218.0,Молочная гастрономия,13.5,2.8,13.5,
9200,4293604.0,Товары для праздника,5.0,5.0,50.0,
9201,4326414.0,"Соки, воды, пиво",6.5,6.5,25.0,
9202,4319753.0,Молочная гастрономия,4.4,6.4,19.2,
9203,4196823.0,Сопутствующие товары (Food),7.8,10.3,5.0,12.0
9204,4299673.0,Сопутствующие товары (Food),6.3,6.3,16.0,
9205,4257261.0,Товары для дома,13.3,17.8,6.1,
9206,39155.0,Бакалея (Food),10.0,6.0,17.0,
9207,3652307.0,Бакалея (Food),4.0,8.0,12.0,
9208,4237740.0,Сопутствующие товары (Food),6.3,2.0,7.5,12.0
9209,4346178.0,Корма для животных,9.1,1.6,14.0,
9210,4067878.0,Товары для дома,12.9,6.4,14.6,
9211,3338246.0,Бакалея (Food),10.1,5.5,10.6,12.0
9212,4276522.0,Молочная гастрономия,4.5,2.2,12.0,
9213,3669532.0,Молочная гастрономия,7.0,7.0,20.5,
9214,4095453.0,Молочная гастрономия,15.5,7.5,3.0,
9215,4008901.0,Бакалея (Food),9.0,5.5,14.0,
9216,4098825.0,Бакалея (Food),10.0,10.0,27.0,
9217,4284834.0,Замороженные продукты,9.7,9.7,11.2,
9218,3618873.0,Кондитерские изделия (Food),21.0,10.0,26.0,
9219,3900522.0,Сопутствующие товары (Food),4.0,2.0,23.0,
9220,3199747.0,Молочная гастрономия,9.3,5.7,21.0,
9221,3658594.0,Молочная гастрономия,9.5,13.0,3.8,
9222,3693080.0,Сопутствующие товары (Food),9.0,5.3,20.5,
9223,4224896.0,Сопутствующие товары (Food),9.0,12.0,10.0,
9224,4306098.0,"Соки, воды, пиво",6.3,6.3,16.8,
9225,3483840.0,Бакалея (Food),8.0,8.0,11.0,
9226,4102653.0,Молочная гастрономия,12.0,2.0,14.0,
9227,4298569.0,"Соки, воды, пиво",8.1,8.1,28.0,6.0
9228,4271592.0,"Соки, воды, пиво",6.5,6.5,21.5,
9229,4276561.0,Корма для животных,9.0,9.0,2.7,
9230,4123661.0,Сопутствующие товары (Food),7.9,5.0,19.0,
9231,3984592.0,Сопутствующие товары (Food),9.0,6.5,27.0,
9232,3336247.0,Бакалея (Food),4.5,4.5,18.0,
9233,3637611.0,Кондитерские изделия (Food),10.0,3.5,26.0,10.0
9234,4307706.0,Бакалея (Food),7.4,6.4,15.5,
9235,24755.0,Бакалея (Food),8.8,6.0,19.0,12.0
9236,4239008.0,Бакалея (Food),21.0,13.0,30.0,
9237,3360327.0,Бакалея (Food),15.0,3.0,23.0,
9238,3655730.0,Овощи - Фрукты,12.0,7.0,14.0,
9239,4249326.0,Молочная гастрономия,9.5,9.5,6.3,6.0
9240,3659858.0,"Соки, воды, пиво",11.7,7.7,25.5,6.0
9241,4307655.0,Овощи - Фрукты,13.0,10.0,12.0,
9242,3326789.0,Мясная гастрономия,14.0,20.0,10.0,
9243,4149116.0,Бакалея (Food),6.0,6.0,9.5,
9244,4328672.0,Корма для животных,9.5,1.0,14.0,28.0
9245,3421480.0,Кондитерские изделия (Food),13.5,4.0,20.0,
9246,3906534.0,Бакалея (Food),9.0,5.0,12.7,10.0
9247,3438407.0,Сопутствующие товары (Food),4.5,4.5,18.9,
9248,4271776.0,Мясная гастрономия,9.0,20.0,4.0,
9249,3206327.0,Мясо и мясные изделия,19.0,6.0,15.0,
9250,3966338.0,"Соки, воды, пиво",15.0,15.0,34.0,2.0
9251,3664254.0,Кондитерские изделия (Food),14.1,4.5,20.5,
9252,4210937.0,Кондитерские изделия (Food),20.0,6.4,31.0,19.0
9253,3255142.0,Бакалея (Food),7.5,7.5,11.0,
9254,2140838.0,Бакалея (Food),14.6,4.0,19.0,
9255,4142752.0,Бакалея (Food),9.0,6.5,19.5,
9256,4155913.0,Молочная гастрономия,10.0,10.0,4.81,
9257,4272778.0,Мясная гастрономия,11.7,3.2,13.6,
9258,3638770.0,Кондитерские изделия (Food),8.5,2.0,17.0,20.0
9259,4092915.0,Сопутствующие товары (Food),6.3,4.0,14.0,
9260,4227621.0,Молочная гастрономия,10.5,3.5,3.5,
9261,2186404.0,Замороженные продукты,5.0,6.0,12.0,
9262,3009029.0,Рыбная гастрономия,6.7,6.7,5.8,
9263,4067687.0,Сопутствующие товары (Food),8.4,5.8,25.1,
9264,4229434.0,Детские товары (Food),14.1,3.0,19.0,
9265,4382274.0,Кондитерские изделия (Food),28.0,5.1,8.0,12.0
9266,4362696.0,Молочная гастрономия,9.3,9.3,8.5,3.0
9267,4133386.0,Птица и изделия из птицы,14.8,21.0,4.0,
9268,4249815.0,Диабетическое питание,13.0,4.0,1.0,
9269,4312702.0,Кондитерские изделия (Food),1.9,1.9,14.0,24.0
9270,2162250.0,Сопутствующие товары (Food),11.0,4.5,27.5,
9271,4369811.0,Кондитерские изделия (Food),6.0,17.0,20.0,
9272,3631119.0,Мясная гастрономия,13.0,20.0,4.0,6.0
9273,4044392.0,Сопутствующие товары (Food),10.5,9.0,8.5,
9274,3246199.0,Сопутствующие товары (Food),7.0,5.0,21.3,6.0
9275,4362707.0,Молочная гастрономия,5.5,5.5,14.5,4.0
9276,3387861.0,"Хлеб, хлебобулочные изделия (Food)",12.0,3.5,14.0,
9277,4062729.0,Детское питание (Food),3.3,8.1,16.5,
9278,4087121.0,"Готовая кулинария, салаты",15.0,15.0,4.5,
9279,3498661.0,Кондитерские изделия (Food),28.0,6.5,12.0,6.0
9280,4089117.0,Молочная гастрономия,12.7,5.3,12.7,6.0
9281,4331137.0,"Готовая кулинария, салаты",12.0,12.0,7.0,
9282,4295679.0,Бакалея (Food),11.0,4.0,19.0,
9283,4347780.0,Птица и изделия из птицы,16.0,4.0,20.5,
9284,4324974.0,Бакалея (Food),18.0,5.5,23.0,
9285,4326384.0,Сопутствующие товары (Food),7.5,2.1,11.0,12.0
9286,4210939.0,Кондитерские изделия (Food),20.0,6.4,31.0,
9287,39750.0,Бакалея (Food),10.0,6.0,19.0,
9288,3689012.0,Замороженные продукты,40.0,20.0,2.5,
9289,3062838.0,Молочная гастрономия,24.0,11.0,7.0,
9290,4087748.0,Молочная гастрономия,8.0,8.0,24.0,6.0
9291,4211850.0,Бакалея (Food),7.5,7.5,8.3,
9292,3395339.0,Бакалея (Food),10.5,7.0,23.0,
9293,4358142.0,"Соки, воды, пиво",6.3,6.3,22.1,
9294,4343828.0,"Готовая кулинария, салаты",14.0,19.0,5.0,
9295,2060801.0,Сопутствующие товары (Food),4.1,4.1,11.0,
9296,2126653.0,Кондитерские изделия (Food),20.0,5.0,8.0,54.0
9297,3431850.0,"Хлеб, хлебобулочные изделия (Food)",15.0,8.0,8.0,
9298,3631646.0,Кондитерские изделия (Food),24.0,2.5,2.5,
9299,4252186.0,Сопутствующие товары (Food),16.0,8.0,30.0,
9300,2137027.0,Детское питание (Fresh),7.2,7.2,4.2,
9301,3316320.0,Детское питание (Food),8.0,5.0,15.5,
9302,4360725.0,"Соки, воды, пиво",6.3,6.3,16.9,
9303,4363231.0,Мясная гастрономия,6.0,13.5,6.0,
9304,4351980.0,Кондитерские изделия (Food),14.0,3.0,2.0,
9305,3440410.0,Диабетическое питание,9.0,1.0,7.0,
9306,4004910.0,Детские товары (Food),22.0,4.5,10.0,
9307,4222745.0,Сопутствующие товары (Food),3.0,12.5,12.5,
9308,4196791.0,Кондитерские изделия (Food),9.5,24.0,6.0,
9309,4304500.0,Молочная гастрономия,6.5,6.5,13.5,
9310,4313832.0,Молочная гастрономия,7.5,10.0,2.5,
9311,3389796.0,"Соки, воды, пиво",8.5,8.5,26.0,
9312,3500675.0,Бакалея (Food),13.0,1.5,18.0,
9313,4110123.0,Диабетическое питание,7.2,16.0,2.8,
9314,3484610.0,Молочная гастрономия,11.0,3.2,11.0,
9315,2147872.0,Бакалея (Food),8.5,4.3,16.0,
9316,3633279.0,Бакалея (Food),13.0,4.5,21.0,
9317,4278599.0,Товары для дома,3.5,10.1,17.5,
9318,4310633.0,Молочная гастрономия,13.6,3.3,3.3,
9319,4118771.0,Корма для животных,9.5,1.6,14.0,
9320,31013.0,"Хлеб, хлебобулочные изделия (Food)",10.0,25.0,6.0,
9321,3059998.0,Кондитерские изделия (Food),19.0,4.0,27.5,
9322,4136011.0,Мясная гастрономия,6.5,12.0,6.5,
9323,4372537.0,Кондитерские изделия (Food),8.9,1.5,23.3,
9324,3425947.0,Кондитерские изделия (Food),10.0,0.8,18.4,
9325,36144.0,Сопутствующие товары (Food),5.4,3.4,14.2,
9326,3658914.0,Бакалея (Food),5.8,5.8,11.4,12.0
9327,4341539.0,"Готовая кулинария, салаты",9.0,8.0,12.0,
9328,3325759.0,Молочная гастрономия,10.0,3.0,7.5,
9329,4276567.0,Бакалея (Food),6.7,6.7,14.2,
9330,4198177.0,Корма для животных,9.1,1.6,14.0,
9331,4215194.0,"Соки, воды, пиво",8.3,8.3,17.0,
9332,3919699.0,"Хлеб, хлебобулочные изделия (Food)",8.0,19.5,2.5,12.0
9333,3152401.0,Сопутствующие товары (Food),19.0,4.0,4.5,
9334,3404430.0,Бакалея (Food),8.5,8.5,13.0,
9335,4306340.0,Кондитерские изделия (Food),1.9,19.1,9.0,
9336,4086947.0,Сопутствующие товары (Food),6.5,6.5,19.3,
9337,4147583.0,Молочная гастрономия,8.5,8.5,23.5,
9338,4297331.0,"Готовая кулинария, салаты",13.2,16.4,4.4,
9339,4349513.0,Сопутствующие товары (Food),10.8,0.4,16.7,
9340,3443651.0,Молочная гастрономия,10.5,10.5,8.5,
9341,4225458.0,Сопутствующие товары (Food),6.5,6.5,14.5,
9342,4262483.0,Бакалея (Food),10.0,6.0,23.0,
9343,3499617.0,Бакалея (Food),12.0,1.0,16.0,
9344,4371011.0,Детское питание (Food),8.8,8.8,3.3,10.0
9345,4339823.0,Замороженные продукты,5.0,22.0,3.0,
9346,3680542.0,Детские товары (Food),24.5,13.4,28.5,
9347,4147575.0,Замороженные продукты,22.5,1.0,27.0,
9348,4262560.0,Бакалея (Food),7.5,7.5,15.3,6.0
